GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_NOTA,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,IND_TERMIN,DES_DANO,COD_GRUPO_,COD_FENOME,COD_USUARI,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,NUM_ORDER,DES_IMAGEP,FEC_TERMIN,FEC_USUARI,NUM_POSX,NUM_POSY,IND_INC,Shape
SDE.Emergencias_2018.1491,"00092886","LLUVIAS INTENSAS AFECTAN VIVIENDAS Y PERSONAS EN LA LOCALIDAD DE TURPAY","2018-03-19 03:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DEL DISTRITO","METEOROLOGICOS, OCEANOGRAFICOS","07","11","CERRADO POR : COEN-17 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL COEL TURPAY","1","VIDA Y SALUD, PEROSNAS AFECTADAS 154","03","004","CDDCTURPAY02",2018-04-02T00:00:00,4,1,1,15,"APURIMAC","GRAU","TURPAY","03",17,"lluviaIntensa.bmp",2018-05-15T00:00:00,2018-04-02T00:00:00,-72.62545,-14.22857,90224,"POINT (-72.62545 -14.22856999999999)"
SDE.Emergencias_2018.1492,"00092876","INTENSAS LLUVIAS AFECTARON UNA VIVIENDA EN TAMBORACAY EN EL DISTRITO DE CURPAHUASI","2018-03-19 03:10:00","PRECIPITACIONES - LLUVIA"," ","EL JEFE DE DEFENSA CIVIL DEL DISTRITO DE CURPAHUASI","METEOROLOGICOS, OCEANOGRAFICOS","07","02"," ","0","01 VIVIENDA DESTRUIDA  - 01 PERSONA DAMNIFICADA","03","004","CPDCGRAU02",2018-04-02T00:00:00,4,1,2,0,"APURIMAC","GRAU","CURPAHUASI","03",17,"lluviaIntensa.bmp",,2018-04-02T00:00:00,-72.57067,-13.94809,90214,"POINT (-72.57067000000001 -13.94808999999998)"
SDE.Emergencias_2018.1493,"00092639","INTENSAS LLUVIAS AFECTAN CENTRO EDUCATIVO N°54609 DE CUMANAYLLA  EN JOSE MARI ARGUEDAS","2018-03-19 03:30:00","PRECIPITACIONES - LLUVIA"," ","PLATAFORMA DISTRITAL DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","02","01"," ","0","A CONSEUENCIA DE LAS LLUVIAS INTENSAS HA COLAPSADO LA INFRAESTRUCTURA DE LA INSTITUCION EDUCATIVA N°54609, DONDE A CAIDO PARTE DEL MURO, CIELORRASO, SE HAN PERDIDO MATERIALES DIDACTICOS PARA EL AÑO KLECTIVO 2018 Y OTRO TIPO DE MATERIALES Y MOBILIARIO.","03","004","CPDCANDAHUAYLAS03",2018-03-21T00:00:00,3,1,1,0,"APURIMAC","ANDAHUAYLAS","ANDAHUAYLAS","03",17,"lluviaIntensa.bmp",,2018-03-21T00:00:00,-73.3701,-13.74413,89973,"POINT (-73.37009999999998 -13.74412999999998)"
SDE.Emergencias_2018.1494,"00092673","INTENSAS LLUVIAS OCASIONA DESLIZAMIENTO DE ROCAS","2018-03-19 04:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DEL DISTRITO","METEOROLOGICOS, OCEANOGRAFICOS","01","07"," ","0","35 METROS DE CARRETERA AFECTADA.","03","004","CRDCPASCO04",2018-03-22T00:00:00,3,1,1,0,"PASCO","PASCO","PAUCARTAMBO","19",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-75.87749,-10.80881,90011,"POINT (-75.87749000000002 -10.80880999999999)"
SDE.Emergencias_2018.1495,"00092699","INTENSAS LLUVIAS EN LA LOCALIDAD DE VILCABAMBA","2018-03-19 04:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL DEL DISTRITO DE VILCABAMBA","METEOROLOGICOS, OCEANOGRAFICOS","02","08"," ","0","01 CARRETERA AFECTADA","03","004","CDDCDACARRION02",2018-03-22T00:00:00,3,1,1,2,"PASCO","D. A.CARRION","VILCABAMBA","19",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-76.44942,-10.47896,90037,"POINT (-76.44941999999998 -10.47895999999997)"
SDE.Emergencias_2018.1598,"00092748","SE COLAPSARON EL CERCO PERIMETRICO DE LA INSTITUCION DANIEL DEL PINO DE MUÑOS","2018-03-23 08:45:00","PRECIPITACIONES - LLUVIA"," ","DIRECTORA DE INSTITUCION EDUCATIVA Y JEFE DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","01","02"," ","0","SE OCACIONO DAÑOS INPIDIENDO EL PASE DE INGRESO A LOS AULONNOS  A LAS AULAS  DE LA  INSTITUCION EDUCATIVA SECUNDARIA DE CHACOCHE","03","004","CDDCCHACOCHE02",2018-03-26T00:00:00,3,1,1,0,"APURIMAC","ABANCAY","CHACOCHE","03",17,"lluviaIntensa.bmp",,2018-03-26T00:00:00,-72.99309,-13.94225,90086,"POINT (-72.99309 -13.94225)"
SDE.Emergencias_2018.1599,"00092747","INUNDACION EN EL CENTRO POBLADO DE HUINGOYACU","2018-03-23 14:30:00","INUNDACION"," ","JEFE DE LA OFICINA DISTRITAL DE DEFENSA CIVIL DE SAN PABLO","METEOROLOGICOS, OCEANOGRAFICOS","02","05","CERRADO POR : COEN-05 POR : SE PROCE DEL CIERRE DE LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DE SAN MARTIN CON CONOCIMIENTO DE LA MUNICIPALIDAD PROVINCIAL DE BELLAVISTA Y DE LA MUNICIPALIDAD DISTRITAL DE SAN PABLO.","1","02 VIVIENDAS COLAPSADO","03","003","CRDCSANMARTIN03",2018-03-26T00:00:00,3,1,2,15,"SAN MARTIN","BELLAVISTA","SAN PABLO","22",16,"inundacion.bmp",2018-03-26T00:00:00,2018-03-26T00:00:00,-76.66768,-6.85257,90085,"POINT (-76.66768000000002 -6.852570000000014)"
SDE.Emergencias_2018.1600,"00092962","DESBORDE DE RIO OCACIONA EROSION DE TALUDES DE LA PLATAFORMA DE CARRETERA Y OS DESPLOMA","2018-03-23 14:30:00","PRECIPITACIONES - LLUVIA"," ","CARLOS PAREDES ARANDA","METEOROLOGICOS, OCEANOGRAFICOS","17","01"," ","0","TODO ESTE MATERIAL DE ARRASTE ENTRE PIEDRAS PALOS Y DEMAS COLMATA LA ENTREDA DEL RIOS Y SE EMPIEZA A ACUMULAR LAS AGUAS E INICIA LA EROSION Y SOCAVACION DE LAS PAREDES LATERALES DE LA CARRETERA Y ENPIEZA A DESMORONARSE EROSIONANDO PROGRESIVAMENTE LAS PAR","03","004","CRDCANCASH03",2018-04-05T00:00:00,4,1,1,5,"ANCASH","RECUAY","RECUAY","02",17,"lluviaIntensa.bmp",,2018-04-05T00:00:00,-77.46484,-9.72261,90301,"POINT (-77.46483999999998 -9.722609999999975)"
SDE.Emergencias_2018.1601,"00092823","FUERTES LLUVIAS EN LA PARTE ALTA DEL DISTRITO DE LLUTA, AFECTARON LA VIA QUE UNE EL C.P. DE TAYA CON","2018-03-23 16:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DISTRITAL DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","05","11"," ","0","Colapso de la vía mencionada por erosión de plataforma en 06 tramos, que se encuentran actualmente intransitables.","03","004","CDDCLLUTA-C03",2018-03-28T00:00:00,3,4,4,0,"AREQUIPA","CAYLLOMA","LLUTA","04",17,"lluviaIntensa.bmp",,2018-03-28T00:00:00,-71.92382,-16.01773,90161,"POINT (-71.92381999999998 -16.01772999999997)"
SDE.Emergencias_2018.1602,"00092765","PRESITITACION DE GRANIZO","2018-03-23 18:00:00","PRECIPITACIONES - GRANIZO"," ","RESPONSABLE DE  DEFENSA CIVIL DE LA MUNICIPALIDAD DISTRITAL DE CHAMACA","METEOROLOGICOS, OCEANOGRAFICOS","07","03"," ","0","42 FAMILIAS AFECTADAS POR LA GRANIZADA A SUS CULTIVOS DE PAPA, MAIZ, CEBADA, HABA, ORTOS.","03","001","CDDCCHAMACA02",2018-03-26T00:00:00,3,1,2,0,"CUSCO","CHUMBIVILCAS","CHAMACA","08",14,"granizada.bmp",,2018-03-26T00:00:00,-71.86866,-14.33911,90103,"POINT (-71.86865999999998 -14.33911000000001)"
SDE.Emergencias_2018.1603,"00092890","PRECIPITACIONES PLUVIALES AFECTAN CAMPOS DE CULTIVO EN EL DISTRITO DE SARHUA","2018-03-23 18:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DE SARHUA TELESFORO HUASHUAYO RAMOS","METEOROLOGICOS, OCEANOGRAFICOS","10","11"," ","0","Este evento genero el desborde del rio Illmacha ocasionando daños en campos de cultivo de pan llevar afectando a una totalidad de 5 familias cuyo sustento único es la agricultura.","03","004","CRDCAYACUCHO03",2018-04-02T00:00:00,4,1,6,1,"AYACUCHO","VICTOR FAJARDO","SARHUA","05",17,"lluviaIntensa.bmp",,2018-04-02T00:00:00,-74.42445,-13.61899,90228,"POINT (-74.42444999999998 -13.61899)"
SDE.Emergencias_2018.1604,"00093401","INCREMENTO DEL CAUDA L DEL RIO PUCARA OCASIONA DAÑOS EN LOS ANEXOS DEL DISTRITO DE PUCARA","2018-03-23 20:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE PUCARÁ","METEOROLOGICOS, OCEANOGRAFICOS","01","26"," ","0","09 viviendas colapsadas
02 viviendas inhabitables
01vivienda afectada
01 I.E. afectada
150 m.l caminos rúrales destruidos
40 m.l. de  carretera asfaltada  destruida
70 m.l. de caminos rurales  afectados
01 puente peatonal destruida
100 m.l. de d","03","004","CRDCJUNIN03",2018-04-25T00:00:00,4,5,14,0,"JUNIN","HUANCAYO","PUCARA","12",17,"lluviaIntensa.bmp",,2018-04-25T00:00:00,-75.14955,-12.15996,90741,"POINT (-75.14954999999998 -12.15996000000001)"
SDE.Emergencias_2018.1274,"00092484","POR LAS INTENSAS LLUVIAS FUERON AFECTADO LOS CULTIVOS","2018-03-08 23:00:00","PRECIPITACIONES - LLUVIA"," ","LIC. NICASIO LERMA BUSTINZA, BARI L. HUAMAN CONDORI, ING. WILLIAM ESTAÑA GONZALES.","METEOROLOGICOS, OCEANOGRAFICOS","01","05"," ","0","Los daños que se registraron fueron:
papa 44 hectáreas 
avena 110 hectáreas 
alfalfa 33 hectáreas 
personas afectadas 220","03","004","CPDCPUNO03",2018-03-15T00:00:00,3,1,4,0,"PUNO","PUNO","CAPACHICA","21",17,"lluviaIntensa.bmp",,2018-03-15T00:00:00,-69.83573,-15.62564,89818,"POINT (-69.83573000000001 -15.62563999999998)"
SDE.Emergencias_2018.1275,"00092362","INTENSAS LLUVIAS EN LA LOCALIDAD DE ANDACHACA","2018-03-09 03:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","02","01"," ","0","01 VIVIENDA AFECTADO CON GRIETAS  LAS PAREDES Y EL COLPAZO DEUNA PARTE DE LA PARED","03","004","CDDCDACARRION02",2018-03-09T00:00:00,3,1,1,1,"PASCO","D. A.CARRION","YANAHUANCA","19",17,"lluviaIntensa.bmp",,2018-03-09T00:00:00,-76.57061,-10.67239,89696,"POINT (-76.57060999999999 -10.67239000000001)"
SDE.Emergencias_2018.1276,"00092370","FRIAJE OCASIONAN DAÑOS A LA SALUD DE ANIMALES PASTIZALES NATURALES Y ÁREAS DE CULTIVO","2018-03-09 03:00:00","EJERCICIO"," ","JEFE DE DEFENSA CIVIL DE LA MUNICIPALIDAD DISTRITAL","EJERCICIO","03","06"," ","0","ANIMALES AFECTADOS OVINOS MEDIANOS Y CRIAS Y VACUNOS.","06","001","CDDCPTOBERMUDEZ02",2018-03-11T00:00:00,3,9,6,0,"PASCO","OXAPAMPA","PUERTO BERMUDEZ","19",0," ",,2018-03-11T00:00:00,-74.94716,-10.65421,89704,"POINT (-74.94716 -10.65420999999998)"
SDE.Emergencias_2018.1277,"00092383","CAIDA DE LA PARED DE VIVIENDA DE LA SRA FAUTA HUILLCA CHECLLO EN EL SECTOR DE SILLACCASA SUHUA HUASC","2018-03-09 04:00:00","PRECIPITACIONES - LLUVIA"," ","CENTRO DE OPERACIONES DE EMERGENCIA LOCAL DE ANTABAMBA","METEOROLOGICOS, OCEANOGRAFICOS","03","01"," ","0","LOS DAÑOS QUE PRODUJO ES LA CAIDA DE LA PARED Y TECHO DE SU VIVIENDA, ROMPIENDO SUS OBJETOS DE COCINA, TODO SUS VIVERES Y SU CAMA SE HAN MOJADO CON LLUVIA, DENTRO LA VIVIENDA EXISTE MUCHA HUMEDAD Y ES UN PELIGRO PARA SU PROPIA VIDA.","03","004","CPDCANTABAMBA03",2018-03-12T00:00:00,3,1,3,0,"APURIMAC","ANTABAMBA","ANTABAMBA","03",17,"lluviaIntensa.bmp",,2018-03-12T00:00:00,-72.78531,-14.449,89717,"POINT (-72.78530999999998 -14.44900000000001)"
SDE.Emergencias_2018.1278,"00092432","PRECIPITACIONES PLUVIALES INTENSAS AFECTAN A VIIVIENDAS EN EL DISTRITO DE TAMBOBAMBA","2018-03-09 05:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DEL DISTRITO DE  TAMBOBAMBA","METEOROLOGICOS, OCEANOGRAFICOS","05","01","CERRADO POR : COEN-17 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL COEP COTABAMBAS","1","VIVIENDAS: 
- 01 AFECTADAS.
- 03 COLAPSADAS.
PERSONAS: 
- 01 AFECTADAS.
- 13 DAMNIFICADAS.","03","004","CPDCCOTABAMBA02",2018-03-14T00:00:00,3,1,4,64,"APURIMAC","COTABAMBAS","TAMBOBAMBA","03",17,"lluviaIntensa.bmp",2018-05-15T00:00:00,2018-03-14T00:00:00,-72.17721,-13.94526,89766,"POINT (-72.17721 -13.94526000000002)"
SDE.Emergencias_2018.1279,"00092969","DESBORDE DEL RIO APURIMAC AFECTA ÁREAS DE CULTIVO EN EL DISTRITO DE CANAYRE","2018-03-09 05:30:00","PRECIPITACIONES - LLUVIA"," ","AGENCIA AGRARIA  DEL VALLE RIO APURIMAC ING ROLY CARRASCO LAURENTE","METEOROLOGICOS, OCEANOGRAFICOS","04","09"," ","0","Este evento ocasionó arrasamiento, inundación y desaparición total de predios agrícolas con instalaciones de cacao, yuca, platano, papaya forestales y maíz amarillo.","03","004","CRDCAYACUCHO03",2018-04-05T00:00:00,4,1,4,0,"AYACUCHO","HUANTA","CANAYRE","05",17,"lluviaIntensa.bmp",,2018-04-05T00:00:00,-73.97150423,-12.33524061,90308,"POINT (-73.97150423300002 -12.33524060500002)"
SDE.Emergencias_2018.1280,"00092684","INTENSAS PRECIPITACIONES PLUVIALES EN LOCALIDADES DEL DISTRITO DE CHINCHO","2018-03-09 06:00:00","PRECIPITACIONES - LLUVIA"," ","JODC DE LA MUNICIPALIDAD DISTRITAL DE CHINCHO (LABQ)","METEOROLOGICOS, OCEANOGRAFICOS","03","05"," ","0","VIAS DE COMUNICACION AFECTADA, VIAS DE COMUNICACION AFECTADA","03","004","CDDCCHINCHO03",2018-03-22T00:00:00,3,1,2,0,"HUANCAVELICA","ANGARAES","CHINCHO","09",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-74.3691,-12.97848,90022,"POINT (-74.3691 -12.97847999999999)"
SDE.Emergencias_2018.1281,"00093556","DERRAME DE SUSTANCIAS NOCIVAS EN EL AAHH IVAN VASQUEZ DISTRITO DE PUNCHANA","2018-03-09 09:00:00","DERRAME DE SUSTANCIAS NOCIVAS"," ","OGRD DE LA MUNICIPALIDAD DISTRITAL DE PUNCHANA","TECNOLOGICOS","01","08"," ","0","SE PUEDE APRECIAR EN LA MUESTRA FOTOGRAFICA AFECTACION EN AREAS DE COBERTURA NATURAL  LA OGRD DE LA MUNICIPALIDAD DISTRITAL DE PUNCHANA, VIENE EVALUANDO LOS DAÑOS.","05","008","CRDCLORETO03",2018-05-09T00:00:00,5,0,0,0,"LORETO","MAYNAS","PUNCHANA","16",37,"derrame.bmp",,2018-05-09T00:00:00,-73.24475,-3.72913,91015,"POINT (-73.24475000000001 -3.729129999999998)"
SDE.Emergencias_2018.1390,"00093135","DESLIZAMIENTO DE CERRO AFECTA  VIVIENDA","2018-03-14 15:00:00","DESLIZAMIENTO"," ","DEFENSA CIVIL DE LA PROVINCIA DE AYMARAES","GEODINAMICA EXTERNA","04","01","CERRADO POR : COEN-17 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL COEP AYMARAES","1","vida  y salud de las familias, infraestrctura 02 viviendas","02","006","CPDCAYMARAES02",2018-04-12T00:00:00,4,1,2,1,"APURIMAC","AYMARAES","CHALHUANCA","03",10,"deslizamiento.bmp",2018-05-15T00:00:00,2018-04-12T00:00:00,-73.24698,-14.29538,90475,"POINT (-73.24698000000001 -14.29538000000002)"
SDE.Emergencias_2018.1391,"00092728","DESLIZAMIENTO AFECTA 02 VIVIENDAS EN LA COMUNIDAD DE PAIRACA","2018-03-14 15:00:00","DESLIZAMIENTO"," ","DEFENSA CIVIL DE LA PROVINCIA DE AYMARAES","GEODINAMICA EXTERNA","04","01","CERRADO POR : COEN-17 POR : SE CIERRA LA EMEGENCIA A SOLICITUD DEL COEP AYMARAES","1","vida y salud de las familias, infraestructura  viviendas","02","006","CPDCAYMARAES02",2018-03-23T00:00:00,3,1,2,0,"APURIMAC","AYMARAES","CHALHUANCA","03",10,"deslizamiento.bmp",2018-05-08T00:00:00,2018-03-23T00:00:00,-73.24698,-14.29538,90066,"POINT (-73.24698000000001 -14.29538000000002)"
SDE.Emergencias_2018.1392,"00092497","PRESENCIA DE LLUVIAS INTENSAS EN EL DISTRITO DE MACA","2018-03-14 15:45:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE MACA","METEOROLOGICOS, OCEANOGRAFICOS","05","12"," ","0","* ENTRADA DE HUAYCO QUE ARRAZARON CAMPOS DE CULTIVO, COLMATANDO CON LODO LOS TERRENOS 
*TERRENOS DE CULTIVO AFECTADOS POR INCRESO DE HUAYCO 
*COLMATACION DE LODO EN LOS CANALES DE REGADIO, BOFEDALES.EN EL SECTOR DE CCHULLUPATA 
*CANALES DE REGADIO DES","03","004","CPDCCAYLLOMA02",2018-03-15T00:00:00,3,1,11,0,"AREQUIPA","CAYLLOMA","MACA","04",17,"lluviaIntensa.bmp",,2018-03-15T00:00:00,-71.77122,-15.64168,89831,"POINT (-71.77122000000003 -15.64168000000001)"
SDE.Emergencias_2018.1393,"00092659","VIENTOS FUERTES AFECTARON 5 VIVIENDAS  EN LA  CC QUINTAOJO DEL DISTRITO DE ACOSTAMBO","2018-03-14 16:30:00","VIENTOS FUERTES"," ","B.ING JOSÉ MARÍA CASTRO ILLESCA","METEOROLOGICOS, OCEANOGRAFICOS","07","02"," ","0","5 VIVIENDAS AFECTADAS SIN TECHO LOS CUALES DEJA 5 FAMILIAS DAMNIFICADAS.","03","010","CPDCTAYACAJA02",2018-03-22T00:00:00,3,0,0,0,"HUANCAVELICA","TAYACAJA","ACOSTAMBO","09",23,"vientofuerte.bmp",,2018-03-22T00:00:00,-75.05747,-12.36554,89997,"POINT (-75.05747000000002 -12.36554000000001)"
SDE.Emergencias_2018.1394,"00092688","INUNDACION EN EL DISTRITO DE PEDRO VILCA APAZA","2018-03-14 17:00:00","INUNDACION"," ","COE SAN ANTONIO DE PUTINA","METEOROLOGICOS, OCEANOGRAFICOS","10","03","CERRADO POR : COEN-10 POR : LA EMERGENCIA FUE ATENDIDA CON BIENES DE AYUDA HUMANITARIA","1","QUEDANDO COMO AFECTADOS EN SUS VIENDAS DEL CERCADO DE AYRAMPUNI","03","003","CPDCSAPUTINA02",2018-03-22T00:00:00,3,1,2,1,"PUNO","SAN A. DE PUTINA","PEDRO V. APAZA","21",16,"inundacion.bmp",2018-05-19T00:00:00,2018-03-22T00:00:00,-69.88125,-15.06383,90026,"POINT (-69.88125000000002 -15.06383)"
SDE.Emergencias_2018.1395,"00092730","LLUVIAS INTENSAS AFECTA  165 FAMILIAS   EN LAS DIFERENTES  COMUNIDADES  DEL DIST CHAPIMARCA","2018-03-14 17:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DEL DISTRITO DE Y AUTORIDADES DEL DISTRITO DE CHAPIMARCA","METEOROLOGICOS, OCEANOGRAFICOS","04","04"," ","0","VIDA Y SALUD DE LA FAMILIAS, INFRAESTRUCTURA VIVIENDAS","03","004","CPDCAYMARAES02",2018-03-23T00:00:00,3,4,2,0,"APURIMAC","AYMARAES","CHAPIMARCA","03",17,"lluviaIntensa.bmp",,2018-03-23T00:00:00,-73.09663,-14.00454,90068,"POINT (-73.09663000000001 -14.00454000000002)"
SDE.Emergencias_2018.1396,"00092690","INTENSAS LLUVIAS EN LA LOCALIDAD DE ATOCPAMPA SAN MIGUEL DE ACO","2018-03-14 17:45:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL - TITO PAUCAR CHUCCHU","METEOROLOGICOS, OCEANOGRAFICOS","06","08"," ","0","01 CAPTACION SECUNDARIA 
01 PONTO DE PASE VEHICULAR AFECTADO
30M DEL CANAL COLAPSADO 
300M CANAL AFECTADO
OBRAS DE ARTE AFECTADO
03 HA DE CULTIVO AFECTADO","03","004","CDDCSMACO03",2018-03-22T00:00:00,3,1,1,0,"ANCASH","CARHUAZ","S. MIGUEL DE ACO","02",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-77.52021,-9.36023,90028,"POINT (-77.52021000000002 -9.360230000000001)"
SDE.Emergencias_2018.1397,"00092648","DESBORDE DEL RIO CHICHUCANCHA AFECTA ÁREAS DE COBERTURA NATURAL EN EL DISTRITO DE CHIARA","2018-03-14 18:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE CHIARA WILBER CAMPOS MORENO","METEOROLOGICOS, OCEANOGRAFICOS","01","05"," ","0","A consecuencia de este fenómeno se produjo el aumento del caudal del rio Chichucancha causando socavamiento los bordes de los ríos y afectando áreas de cobertura natural y poniendo en peligro las viviendas, huertos y pisigranjas.","03","004","CRDCAYACUCHO03",2018-03-21T00:00:00,3,1,2,4,"AYACUCHO","HUAMANGA","CHIARA","05",17,"lluviaIntensa.bmp",,2018-03-21T00:00:00,-74.26636,-13.39127,89982,"POINT (-74.26636000000002 -13.39127000000002)"
SDE.Emergencias_2018.1496,"00092696","INTENSAS LLUVIAS EN LA LOCALIDAD DE VILCABAMBA","2018-03-19 04:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNICO DE DEFENSA CIVIL DEL DISTRITO DE VILCABAMBA","METEOROLOGICOS, OCEANOGRAFICOS","02","08"," ","0","01 CARRETERA AFECTADO","03","004","CDDCDACARRION02",2018-03-22T00:00:00,3,1,1,3,"PASCO","D. A.CARRION","VILCABAMBA","19",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-76.44942,-10.47896,90034,"POINT (-76.44941999999998 -10.47895999999997)"
SDE.Emergencias_2018.1497,"00093279","INTENSAS PRECIPITACIONES PLUVIALES EN EL DISTRITO DE PAUCARBAMBA","2018-03-19 04:00:00","PRECIPITACIONES - LLUVIA"," ","JODC DE LA MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA (AAA)","METEOROLOGICOS, OCEANOGRAFICOS","05","07"," ","0","VIVIENDAS AFECTADAS, FAMILIAS AFECTADAS","03","004","CDDCPAUCARBAMBA02",2018-04-18T00:00:00,4,1,2,0,"HUANCAVELICA","CHURCAMPA","PAUCARBAMBA","09",17,"lluviaIntensa.bmp",,2018-04-18T00:00:00,-74.53575,-12.55468,90619,"POINT (-74.53575000000001 -12.55468000000002)"
SDE.Emergencias_2018.1498,"00092692","INTENSAS LLUVIAS EN LA LOCALIDAD DE SAN MIGUEL DE CUCHIS","2018-03-19 04:00:00","PRECIPITACIONES - LLUVIA"," ","SECRETARIO TECNCO DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","02","08"," ","0","01 CARRETERA AFECTADA","03","004","CDDCDACARRION02",2018-03-22T00:00:00,3,1,1,2,"PASCO","D. A.CARRION","VILCABAMBA","19",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-76.42049,-10.52079,90030,"POINT (-76.42048999999997 -10.52078999999998)"
SDE.Emergencias_2018.1499,"00093294","FUERTES LLUVIAS CAUSAN DAÑOS EN EL DISTRITO DE CAHUACHO","2018-03-19 04:18:00","PRECIPITACIONES - LLUVIA"," ","MUNICIPALIDAD DISTRITAL DE CAHUACHO","METEOROLOGICOS, OCEANOGRAFICOS","03","06"," ","0","DAÑOS A LA VIDA Y LA SALUD, DAÑOS EN VIAS DE COMUNICACION","03","004","CDDCCAHUACHO03",2018-04-19T00:00:00,4,5,2,1,"AREQUIPA","CARAVELI","CAHUACHO","04",17,"lluviaIntensa.bmp",,2018-04-19T00:00:00,-73.48177,-15.5042,90634,"POINT (-73.48176999999998 -15.50420000000003)"
SDE.Emergencias_2018.1500,"00092682","LLUVIAS INTENSAS AFECTAN A LAS PERSONAS DE LAS LOCALIDADES DEL DISTRITO DE SANTA ROSA","2018-03-19 05:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE LA OFICINA DE DEFENSA CIVIL DEL DISTRITO DE SANTA ROSA","METEOROLOGICOS, OCEANOGRAFICOS","07","10"," ","0","06 VIVIENDAS INHABITABLES, 153 PERSONAS CON PROBLEMAS DE IRAS, PERDIDA DE CRIAS COMO OVINO, VACUNO, ANIMALES MENORES","03","004","CDDCSTAROSA-GR04",2018-03-22T00:00:00,3,4,5,0,"APURIMAC","GRAU","SANTA ROSA","03",17,"lluviaIntensa.bmp",,2018-03-22T00:00:00,-72.65969,-14.14096,90020,"POINT (-72.65969000000001 -14.14096000000001)"
SDE.Emergencias_2018.1501,"00092586","DERRUMBE DE VIVIENDA A CONSECUENCIA DE LLUVIAS","2018-03-19 06:00:00","DERRUMBE"," ","JEFE DE DEFENSA CIVIL DISTRITO DE HAQUIRA","GEODINAMICA EXTERNA","05","04","CERRADO POR : COEN-17 POR : se cierra la emergencia a solicitud del COED Haquira","1","A CONSECUENCIA DE LA LLUVIA PRESENTADA EL DOMICILIO SUFRE CAIDA DE LA PARED FRONTAL, ASIMISMO PRESENTA SERIOS DAÑOS ESTRUCTURALES POR LO QUE SE DECLARA LA VIVIENDA INABITABLE .","02","005","CDDCHAQUIRA02",2018-03-20T00:00:00,3,1,1,0,"APURIMAC","COTABAMBAS","HAQUIRA","03",9,"derrumbecerro.bmp",2018-03-27T00:00:00,2018-03-20T00:00:00,-72.09949,-14.18826,89920,"POINT (-72.09949 -14.18826000000001)"
