GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_NOTA,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,IND_TERMIN,DES_DANO,COD_GRUPO_,COD_FENOME,COD_USUARI,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,NUM_ORDER,DES_IMAGEP,FEC_TERMIN,FEC_USUARI,NUM_POSX,NUM_POSY,IND_INC,Shape
SDE.Emergencias_2018.202,"00091420","DESBORDE RIO HUALLAGA DESTRUYE VÍAS DE COMUNICACIÓN  EN DISTRITO SANTA ROSA DE ALTO YANAJANCA","2018-01-11 14:00:00","INUNDACION"," ","EDGAR APOLINARIO MORALES – PLATAFORMA REGIONAL DE DEFENSA CIVIL - HUÁNUCO","METEOROLOGICOS, OCEANOGRAFICOS","07","02","CERRADO POR : COEN-17 POR : Se cierra la emergencia a solicitud del GORE Huanuco","1","DAÑOS A LA INFRAESTRUCTURA DE TRANSPORTE EN VÍAS DE COMUNICACIÓN: 1000 ML DE CAMINOS RURALES DESTRUIDOS EN 3 TRAMOS. 3000 ML DE CARRETERAS DESTRUIDOS EN 6 TRAMOS,  INFRAESTRUCTURA DE COMUNICACIÓN: 4 PUENTES PEATONALES, 4 PUENTES VEHICULARES, DAÑOS A","03","003","CRDCHUANUCO02",2018-01-25T00:00:00,1,1,5,3,"HUÁNUCO","MARAÑON","CHOLON","10",16,"inundacion.bmp",2018-03-27T00:00:00,2018-01-25T00:00:00,-76.37255,-8.51699,88750,"POINT (-76.37254999999999 -8.516990000000021)"
SDE.Emergencias_2018.203,"00091751","PRECIPITACIONES PLUVIALES INTENSAS EN EL DISTRITO DE ICHUÑA PROV GRAL SANCHEZ CERRO MOQUEGUA","2018-01-11 16:00:00","PRECIPITACIONES - LLUVIA"," ","RESPONSABLE DE LA OFICINA DE DEFENSA CIVIL DEL DISTRITO DE ICHUÑA","METEOROLOGICOS, OCEANOGRAFICOS","02","04","CERRADO POR : COEN-04 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZOS ESTABLECIDOS PARA LA ACTUALIZACION DE LA INFORMACION REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY Nº 29664 LEY DEL SISTEMA NACIONAL DE GESTIO","1","Se determinó daños de consideración básicamente en la agricultura como en los sembríos de papas, así como el deslizamiento de terrenos agrícolas.","03","004","CRDCMOQUEGUA02",2018-02-13T00:00:00,2,1,5,0,"MOQUEGUA","GRAL. S. CERRO","ICHUÑA","18",17,"lluviaIntensa.bmp",2018-04-29T00:00:00,2018-02-13T00:00:00,-70.53934,-16.14114,89083,"POINT (-70.53933999999998 -16.14114000000001)"
SDE.Emergencias_2018.204,"00091318","LLUIVIAS INTENSAS AFECAN UNA VIVIENDA EN LA LOCALIDAD DE CHUQUIBAMBILLA","2018-01-11 17:00:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFENSA CIVIL DE LA PROVINCIA","METEOROLOGICOS, OCEANOGRAFICOS","07","01","CERRADO POR : COEN-17 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZOS ESTABLECIDOS PARA LA ACTUALIZACION DE LA INFORMACION REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY Nº 29664 LEY DEL SISTEMA NACIONAL DE GESTIO","1","01 VIVIENDA AFECTAA, 02 PERSONAS AFECTADAS","03","004","CPDCGRAU02",2018-01-22T00:00:00,1,1,2,0,"APURIMAC","GRAU","CHUQUIBAMBILLA","03",17,"lluviaIntensa.bmp",2018-03-28T00:00:00,2018-01-22T00:00:00,-72.70869,-14.10441,88648,"POINT (-72.70868999999999 -14.10440999999997)"
SDE.Emergencias_2018.205,"00091285","PRESENCIA DE LLUVIAS EN EL DISTRITO DE SIBAYO","2018-01-11 17:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE SIBAYO","METEOROLOGICOS, OCEANOGRAFICOS","05","15"," ","0","*ACTIVACION DE LA QUEBRADA RUMILLACTA
*COLMATACION DE CUNETAS
","03","004","CPDCCAYLLOMA02",2018-01-18T00:00:00,1,1,7,0,"AREQUIPA","CAYLLOMA","SIBAYO","04",17,"lluviaIntensa.bmp",,2018-01-18T00:00:00,-71.45958,-15.48681,88615,"POINT (-71.45958000000002 -15.48680999999999)"
SDE.Emergencias_2018.206,"00091389","PRESENCIA DE LLUVIAS EN EL DISTRITO DE TUTI","2018-01-11 17:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO DE TUTI","METEOROLOGICOS, OCEANOGRAFICOS","05","18"," ","0","*VIVIENDA AFECTADA
*VIAS DE COMUNICACION AFECTADAS.
*CULTIVOS DAÑADOS
*CENTROS EDUCATIVOS AFECTADOS.","03","004","CPDCCAYLLOMA02",2018-01-24T00:00:00,1,1,11,0,"AREQUIPA","CAYLLOMA","TUTI","04",17,"lluviaIntensa.bmp",,2018-01-24T00:00:00,-71.55115,-15.53254,88719,"POINT (-71.55115000000001 -15.53253999999998)"
SDE.Emergencias_2018.207,"00091155","INCENDIO EN AAHH VIRGEN DE LA CANDELARIA  VILLA MARIA DEL TRIUNFO","2018-01-11 17:30:00","INCENDIO URBANO"," ","CENTRO DE OPERACIONES DE EMERGENCIA DE VILLA MARIA DEL TRIUNFO","TECNOLOGICOS","01","43"," ","0","1 VIVIENDA INCENDIADA , DEJANDO A LA FAMILIA CON PERDIDAS TOTALES DE SUS BIENES , A LA QUE NO HUBO DAÑOS A LA VIDA Y A LA SALUD","05","011","CDDCVMTRIUNFO02",2018-01-12T00:00:00,1,0,0,0,"LIMA","LIMA","V. M. DEL TRIUNFO","15",40,"incendiourbano.bmp",,2018-01-12T00:00:00,-76.95304,-12.1574,88485,"POINT (-76.95303999999999 -12.1574)"
SDE.Emergencias_2018.208,"00091501","COLAPSO DE VIVIVENDA EN EL CP DE MANALLASACC DEBIDO A LAS PRECIPITACIONES PLUVIALES","2018-01-11 18:00:00","PRECIPITACIONES - LLUVIA"," ","ALCALDE DEL DISTRITO WILBER CAMPOS MORENO","METEOROLOGICOS, OCEANOGRAFICOS","01","05"," ","0","La vivienda de material de adobe sufrió el daño de una de las paredes quedando inhabitable por lo cual los integrantes de la vivienda que suman 06 viven actualmente en otro ambiente.","03","004","CRDCAYACUCHO03",2018-01-30T00:00:00,1,1,2,1,"AYACUCHO","HUAMANGA","CHIARA","05",17,"lluviaIntensa.bmp",,2018-01-30T00:00:00,-74.13238,-13.51156,88832,"POINT (-74.13238000000001 -13.51155999999997)"
SDE.Emergencias_2018.209,"00091149","INCENDIO  JR HUARI N° 685","2018-01-11 19:31:00","INCENDIO URBANO"," ","CENTRO DE OPERACIONES DE EMERGENCIA METROPOLITANO COEM","TECNOLOGICOS","01","01","CERRADO POR : COEN-08 POR : LA EMERGENCIA FUE ATENDIDA, SE PROCEDE AL CIERRE CORRESPONDIENTE SIN PLANILLAS DE EMPADRONAMIENTO Y ACTAS DE ENTREGA PESE A TENER CONOCIMIENTO.","1","LOS DAÑOS PRODUCIDO POR EL FUEGO SON MATERIALES QUEDANDO INHABITABLES LAS VIVIENDAS. SE QUEMO TODO  SUS ENCERES DE LAS DIFERENTES FAMILIAS.","05","011","CPDCLIMA03",2018-01-12T00:00:00,1,1,2,31,"LIMA","LIMA","LIMA","15",40,"incendiourbano.bmp",2018-02-12T00:00:00,2018-01-12T00:00:00,-77.0323,-12.04668,88479,"POINT (-77.03230000000002 -12.04667999999998)"
SDE.Emergencias_2018.210,"00091143","INCENDIO URBANO","2018-01-11 22:30:00","INCENDIO URBANO"," ","SEGURIDAD CIUDADANA, POLICIA NACIONAL","TECNOLOGICOS","11","01"," ","0","las dos viviendas fueron consumas por el fuego, quedando las familias tan solo con la ropa puesta, han perdido su casa, muebles y enseres, los vecinos lo han perdido todo, daños materiales cuantiosos.","05","011","CPDCHUARMEY03",2018-01-12T00:00:00,1,0,0,0,"ANCASH","HUARMEY","HUARMEY","02",40,"incendiourbano.bmp",,2018-01-12T00:00:00,-78.15434,-10.07021,88472,"POINT (-78.15433999999999 -10.07020999999998)"
SDE.Emergencias_2018.211,"00091153","INCEDIO URBANO EN EL AREA COMPOSTAJE DEL DISTRITO GREGORIO ALBARRACIN","2018-01-12 00:35:00","EJERCICIO"," ","JEFE DE DEFENSA CIVIL DEL DIST GREGORIO ALBARRACIN","EJERCICIO","01","10","CERRADO POR : COEN-09 POR : REGISTRO POR EJERCICIO - SE PROCEDE A CERRAR EMERGENCIA A SOLICITUD DEL COER TACNA","1","SE QUEMO LA VIVIEDA PARCIALMENTE","06","001","CRDCTACNA02",2018-01-12T00:00:00,1,1,1,1,"TACNA","TACNA","CNEL G. ALBARRACIN","23",0," ",2018-03-05T00:00:00,2018-01-12T00:00:00,-70.25351,-18.03783,88483,"POINT (-70.25351000000001 -18.03782999999999)"
SDE.Emergencias_2018.212,"00091230","FUERTES PRECIPITACIONES CAUSAN DESLIZAMIENTOS EN 4 TRAMOS DE CAMINO RURAL EN DISTRITO DE CANCHABAMBA","2018-01-12 05:00:00","DESLIZAMIENTO"," ","EDGAR APOLINARIO MORALES – PLATAFORMA REGIONAL DE DEFENSA CIVIL HUANUCO","GEODINAMICA EXTERNA","04","02","CERRADO POR : COEN-17 POR : Se cierra la emergencia, ha solicitud del GORE Huanuco","1","Daños a la Infraestructura de Transporte: vías de Comunicación: 3 tramos de 360 ml caminos rurales destruidos","02","006","CRDCHUANUCO02",2018-01-16T00:00:00,1,2,1,4,"HUÁNUCO","HUACAYBAMBA","CANCHABAMBA","10",10,"deslizamiento.bmp",2018-03-27T00:00:00,2018-01-16T00:00:00,-77.09347,-8.90962,88560,"POINT (-77.09347000000003 -8.909620000000018)"
SDE.Emergencias_2018.213,"00091150","INCENDIO URBANO","2018-01-12 07:15:00","INCENDIO URBANO"," ","PEDRO ARTURO AUCASIME DUEÑAS - JEFE DE DEFENSA CIVIL","TECNOLOGICOS","05","07","CERRADO POR : COEN-08 POR : SE PROCEDE AL CIERRE DE EMERGENCIA AL HABER CUMPLIDO LOS PLAZOS ESTABLECIDOS.","1","01 AMBIENTE DE MATERIAL DE  DRYWALL , DONDE SE ALMACENABA MEDICINAS , QUEDO EN ESTADO INHABITABLE.","05","011","CDDCIMPERIAL02",2018-01-12T00:00:00,1,1,1,0,"LIMA","CAÑETE","IMPERIAL","15",40,"incendiourbano.bmp",2018-04-23T00:00:00,2018-01-12T00:00:00,-76.3518,-13.0608,88480,"POINT (-76.35180000000003 -13.06079999999997)"
SDE.Emergencias_2018.226,"00091157","INCENDIO URBANO  EN ZONA COMERCIAL ENTRE LAS CALLES SUCRE DIEGO DE ALMAGRO Y FAUSTINO SANCHEZ CARRIO","2018-01-12 20:30:00","INCENDIO URBANO"," ","SUBGERENCIA DE GESTION DEL RIESGO DE DESASTRES Y DEFENSA CIVIL","TECNOLOGICOS","02","01","CERRADO POR : COEN-18 POR : LA EMERGENCIA FUE ATENDIDA , SE PROCEDE AL CIERRE CORRESPONDIENTE SIN PLANILLAS DE EMPADRONAMIENTO A SOLICITUD DEL INTERESADO
","1","PRELIMINARMENTE SE TIENE INFORMACIÓN DE DAÑOS MATERIALES EN ESTABLECIMIENTOS COMERCIALES DE 2 FERRETERIAS, GALERIA DE VENTA DE MUEBLES DE MADERA, 1 TALLER DE REPARACIÓN DE MOTOS, 1 ALMACEN DE FERRETERIA; SE TIENE REPORTADO QUE EN EL SEGUNDO PISO DE UN","05","011","CPDCCHINCHA02",2018-01-13T00:00:00,1,1,5,12,"ICA","CHINCHA","CHINCHA ALTA","11",40,"incendiourbano.bmp",2018-04-18T00:00:00,2018-01-13T00:00:00,-76.13568,-13.42019,88487,"POINT (-76.13567999999998 -13.42018999999999)"
SDE.Emergencias_2018.227,"00091177","INUNDACION EN LA LOCALIDAD DE NUEVO EGIPTO Y SAN CRISTOBAL DE SISA","2018-01-12 20:40:00","INUNDACION"," ","JEFE DE LA OFICINA DISTRITAL DE DEFENSA CIVIL DE SAN HILARION","METEOROLOGICOS, OCEANOGRAFICOS","07","07","CERRADO POR : COEN-05 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DE SAN MARTIN CON CONOCIMIENTO DE LA MUNICIPALIDAD PROVINCIAL DE PICOTA Y DE LA MUNICIPALIDAD DISTRITAL DE SAN HILARION.","1","46 VIVIENDAS AFECTADOS","03","003","CRDCSANMARTIN03",2018-01-15T00:00:00,1,2,4,1,"SAN MARTIN","PICOTA","SAN HILARION","22",16,"inundacion.bmp",2018-04-17T00:00:00,2018-01-15T00:00:00,-76.50458,-6.9621,88507,"POINT (-76.50457999999998 -6.962100000000021)"
SDE.Emergencias_2018.228,"00091253","INCENDIO POR CAUSA DESCONOCIDA","2018-01-13 01:15:00","INCENDIO URBANO"," ","EDWIN LUIS FERRO QUISPE","TECNOLOGICOS","02","03"," ","0","Las Personas Damnificadas 07 Varones 06 Mujeres entre adultos y niños, el incendio dejo las viviendas totalmente destruidas.
","05","011","CDDCMNICOLASV02",2018-01-17T00:00:00,1,1,0,0,"AREQUIPA","CAMANA","M.NICOLAS VALCARCEL","04",40,"incendiourbano.bmp",,2018-01-17T00:00:00,-73.17207,-15.98884,88583,"POINT (-73.17207000000002 -15.98883999999998)"
SDE.Emergencias_2018.229,"00091173","INCENDIO  POR CAUSA DESCONOCIDAURBANO","2018-01-13 03:20:00","INCENDIO URBANO"," ","ALEXANDER CASTILLO DOMINGUEZ","TECNOLOGICOS","01","03"," ","0","Familia 01(03) Lt. 103:  01.- PASCUAL AYALA SAMARITANO(64) DNI N° 10418052. 02.-AGREPINA MACHACUAY PUENTE(83) DNI N° 20990683.  03.- IRMA NUÑEZ MACHACUAY(57) DNI N° 21488598.
Familia 02(07) Lt.97:  01.- RONALD MOISES HUAMAN VARGAS(41) DNI N° 800093","05","011","CDDCATE02",2018-01-15T00:00:00,1,1,2,0,"LIMA","LIMA","ATE","15",40,"incendiourbano.bmp",,2018-01-15T00:00:00,-76.92421,-12.02572,88503,"POINT (-76.92421000000002 -12.02571999999998)"
SDE.Emergencias_2018.230,"00091210","A 18 KM DE LA CAPITAL DEL DISTRITO DE SANTA TERESA SE PRODUJO PERDIDA DE PLATAFORMA SECTOR HUIÑAYPOC","2018-01-13 06:00:00","DERRUMBE"," ","DEFENSA CIVIL SANTA TERESA","GEODINAMICA EXTERNA","09","08","CERRADO POR : COEN-04 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DE CUSCO Y CON CONOCIMIENTO DE LA MUNICIPALIDAD PROVINCIAL DE LA CONVENCION Y LA MUNICIPALIDAD DISTRITAL DE SANTA TERESA","1",".- PERDIDA DE PLATAFORMA 30 ML.
.- PLATAFORMA AFECTADA 60 ML (DERRUMBE).","02","005","CDDCSTATERESA02",2018-01-16T00:00:00,1,2,2,0,"CUSCO","LA CONVENCION","SANTA TERESA","08",9,"derrumbecerro.bmp",2018-04-19T00:00:00,2018-01-16T00:00:00,-72.69054,-13.30986,88540,"POINT (-72.69054 -13.30986000000002)"
SDE.Emergencias_2018.231,"00091233","LLUVIAS INTENSAS GENERAN DAÑOS A LA CARRETERA DE LA QUEBRADA DE LLACA INDEPENDENCIA HUARAZ ANCASH","2018-01-13 15:00:00","PRECIPITACIONES - LLUVIA"," ","EVALUADORA DEL CENTRO DE OPERACIONES DE EMERGENCIA DISTRITAL COED","METEOROLOGICOS, OCEANOGRAFICOS","01","05","CERRADO POR : COEN-13 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZOS ESTABLECIDOS PARA LA ACTUALIZACION DE LA INFORMACION REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY N° 29664 LEY DEL SISTEMA NACIONAL DE GESTIO","1","LOS DAÑOS FUERON DIRECTAMENTE A LA CARRETERA EN VARIOS TRAMOS DEBIDO AL DESLIZAMIENTO DE CERROS Y FLUJO DE DETRITOS, ASI COMO TAMBIEN AL ACCESO DE ALGUNOS SECTORES Y EL ACCESO DE LA LAGUNA DEL LLACA DONDE DIARIAMENTE VISITAN LOS TURISTAS.","03","004","CDDCINDEPEND-H03",2018-01-16T00:00:00,1,1,1,0,"ANCASH","HUARAZ","INDEPENDENCIA","02",17,"lluviaIntensa.bmp",2018-04-24T00:00:00,2018-01-16T00:00:00,-77.53446,-9.51914,88563,"POINT (-77.53446000000002 -9.519139999999993)"
SDE.Emergencias_2018.270,"00091205","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE MARCABAMBA","2018-01-14 04:20:00","SISMOS"," ","ALCALDE DISTRITAL PEPE JULIO ZAMBRANO ARIAS","GEODINAMICA INTERNA","08","05"," ","0","Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros)","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,2,6,0,"AYACUCHO","P. DEL SARA SARA","MARCABAMBA","05",2,"sismo.bmp",,2018-01-15T00:00:00,-73.34514,-15.14999,88535,"POINT (-73.34514000000002 -15.14999)"
SDE.Emergencias_2018.271,"00091207","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE COLTA","2018-01-14 04:20:00","SISMOS"," ","ALCALDE DEL DISTRITO PLINIO SATURNINO  QUISPE RAFAEL","GEODINAMICA INTERNA","08","02"," ","0","Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros)","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,1,7,0,"AYACUCHO","P. DEL SARA SARA","COLTA","05",2,"sismo.bmp",,2018-01-15T00:00:00,-73.29399,-15.16307,88537,"POINT (-73.29399000000001 -15.16307000000001)"
SDE.Emergencias_2018.272,"00091427","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE LUCANAS","2018-01-14 04:20:00","SISMOS"," ","ALCALDE DE LUCANAS JOSE HECTOR QUISPE MITMA","GEODINAMICA INTERNA","06","11"," ","0","Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros)","01","002","CRDCAYACUCHO03",2018-01-25T00:00:00,1,11,6,0,"AYACUCHO","LUCANAS","LUCANAS","05",2,"sismo.bmp",,2018-01-25T00:00:00,-74.23337,-14.62174,88757,"POINT (-74.23336999999998 -14.62173999999999)"
SDE.Emergencias_2018.273,"00091188","SISMO DE 6 8 SUSCITADO EN EL DISTRITO PUQUIO","2018-01-14 04:20:00","SISMOS"," ","ST DEFENSA CIVIL JUSTO BELLIDO PUCHURI","GEODINAMICA INTERNA","06","01"," ","0","Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros)","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,2,6,0,"AYACUCHO","LUCANAS","PUQUIO","05",2,"sismo.bmp",,2018-01-15T00:00:00,-74.12853,-14.6916,88518,"POINT (-74.12853000000001 -14.69159999999999)"
SDE.Emergencias_2018.274,"00091189","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE SAN PEDRO","2018-01-14 04:20:00","SISMOS"," ","ALCALDE DEL DISTRITO TOMAS QUISPE CRUZ","GEODINAMICA INTERNA","06","17"," ","0","  Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otro","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,6,22,0,"AYACUCHO","LUCANAS","SAN PEDRO","05",2,"sismo.bmp",,2018-01-15T00:00:00,-74.10064,-14.76935,88519,"POINT (-74.10064 -14.76934999999997)"
SDE.Emergencias_2018.275,"00091191","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE SAN CRISTOBAL","2018-01-14 04:20:00","SISMOS"," ","ALCALDE DISTRITAL BENITO DELGADO POMA","GEODINAMICA INTERNA","06","15"," ","0"," Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,6,28,0,"AYACUCHO","LUCANAS","SAN CRISTOBAL","05",2,"sismo.bmp",,2018-01-15T00:00:00,-74.22379,-14.74269,88521,"POINT (-74.22379000000001 -14.74268999999998)"
SDE.Emergencias_2018.276,"00091194","SISMO DE 6 8 EN LA COSTA DE AREQUIPA GENERA DAÑOS EN EL DISTRITO DE CORA CORA","2018-01-14 04:20:00","SISMOS"," ","ST DEFENSA CIVIL EUSEBIO HUAMANI HUACCAN","GEODINAMICA INTERNA","07","01"," ","0"," Los daños que se presentan son principalmente son en la Infraestructura de las viviendas, establecimientos de salud, instituciones educativas, así mismo infraestructura hidráulica (canal de riego, reservorios , canal de captación de agua entre otros","01","002","CRDCAYACUCHO03",2018-01-15T00:00:00,1,3,14,0,"AYACUCHO","PARINACOCHAS","CORACORA","05",2,"sismo.bmp",,2018-01-15T00:00:00,-73.78198,-15.0163,88524,"POINT (-73.78197999999998 -15.0163)"
SDE.Emergencias_2018.232,"00091217","ACCESOS BLOQUEADOS POR DESLIZAMIENTOS DE TIERRA PIEDRAS Y BARRO","2018-01-13 15:35:00","DESLIZAMIENTO"," ","SECRETARIO TECNICO DE DEFENSA CIVIL DE CAUJUL","GEODINAMICA EXTERNA","09","03","CERRADO POR : COEN-08 POR : SE PROCEDE AL CIERRE DE EMERGENCIA AL HABER CUMPLIDO LOS PLAZOS ESTABLECIDOS.","1","PRINCIPALMENTE SE AFECTO EL ACCESO DEL CENTRO POBLADO DE CAUJUL ASIA EL CENTRO POBLADO DE PUMAHUAIM ESPECIFICAMENTE EN L SECTOR DE TINTANSIN-QUINA.","02","006","CDDCCAUJUL02",2018-01-16T00:00:00,1,1,1,0,"LIMA","OYON","CAUJUL","15",10,"deslizamiento.bmp",2018-04-23T00:00:00,2018-01-16T00:00:00,-76.98309,-10.75465,88547,"POINT (-76.98309 -10.75465000000003)"
SDE.Emergencias_2018.233,"00091315","LLUVIAS INTENSAS AFECTAN POBLADORES DE LA LOCALIDAD DE PROGRESO","2018-01-13 15:45:00","PRECIPITACIONES - LLUVIA"," ","JEFE DE DEFESNA CIVIL DEL DISTRITO","METEOROLOGICOS, OCEANOGRAFICOS","07","08","CERRADO POR : COEN-17 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZOS ESTABLECIDOS PARA LA ACTUALIZACION DE LA INFORMACION REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY Nº 29664 LEY DEL SISTEMA NACIONAL DE GESTIO","1","01 PERSONA AFECTADA, 06 OVEJAS MIERTAS","03","004","CPDCGRAU02",2018-01-22T00:00:00,1,1,2,0,"APURIMAC","GRAU","PROGRESO","03",17,"lluviaIntensa.bmp",2018-03-28T00:00:00,2018-01-22T00:00:00,-72.47872,-14.07341,88645,"POINT (-72.47872000000001 -14.07341000000002)"
SDE.Emergencias_2018.234,"00091305","CAIDA DE RAYOS Y TORMENTA ELECTRICA","2018-01-13 15:45:00","TORMENTA ELECTRICA (TEMPESTAD ELECTRICA)"," ","PLATAFFORMA DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","07","08","CERRADO POR : COEN-17 POR : la emergencia ha sido atendida, se cierra la emergencia","1","PRODUCTO DE LA CAIDA DE RANIZADA Y TORMENTA ELECTRICA, MURIO UNA OVEJA Y UN ADOLESCENTE FUE HERIDO Y YA SE RECUPERA SEGUN SUS COSTUMBRES ANCESTRALES","03","009","CDDCPROGRESO04",2018-01-21T00:00:00,1,1,1,1,"APURIMAC","GRAU","PROGRESO","03",22,"tormentaElectrica.bmp",2018-03-27T00:00:00,2018-01-21T00:00:00,-72.47872,-14.07341,88635,"POINT (-72.47872000000001 -14.07341000000002)"
SDE.Emergencias_2018.235,"00091294","PRESENCIA DE FUERTES GRANIZADAS CON PRESENCIA DE TORMENTAS ELECTRICAS","2018-01-13 15:45:00","TORMENTA ELECTRICA (TEMPESTAD ELECTRICA)"," ","PLATAFORMA DE DEFENSA CIVIL","METEOROLOGICOS, OCEANOGRAFICOS","07","08"," ","0","PRODUCTO DE ESTE FENOMENO HUBO 13 OVINOS MUERTOS POR LAS DESCARGAS ELCTRICAS (RAYO) 01 FAMILIA DAUNIFICADA.","03","009","CDDCPROGRESO04",2018-01-19T00:00:00,1,1,4,3,"APURIMAC","GRAU","PROGRESO","03",22,"tormentaElectrica.bmp",,2018-01-19T00:00:00,-72.47872,-14.07341,88624,"POINT (-72.47872000000001 -14.07341000000002)"
SDE.Emergencias_2018.236,"00091494","INTENSAS LLUVIAS EN EL DISTRITO DE COLCHA","2018-01-13 16:30:00","PRECIPITACIONES - LLUVIA"," ","CENTRO DE OPERACIONES DE EMERGENCIA LOCAL DISTRITO DE COLCHA","METEOROLOGICOS, OCEANOGRAFICOS","10","04","CERRADO POR : COEN-04 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR VENCIMIENTO EN LOS PLAZO ESTABLECIDOS PARA LA ACTUALIZACION DE LA INFORMACION REGISTRADA EN EL SINPAD, DE ACUERDO A LO DISPUESTO EN LA LEY Nº 29664 LEY DEL SISTEMA NACIONAL DE GESTION","1","- 08 (1200 ML) TRAMOS DE VIAS URBANAS AFECTADAS
- 400 ML DE CARRETERAS AFECTADAS
- 02 HAS DE AREAS DE CULTIVO AFECTADA","03","004","CRDCCUSCO02",2018-01-30T00:00:00,1,3,2,0,"CUSCO","PARURO","COLCHA","08",17,"lluviaIntensa.bmp",2018-04-24T00:00:00,2018-01-30T00:00:00,-71.84767,-13.90977,88825,"POINT (-71.84766999999999 -13.90976999999998)"
SDE.Emergencias_2018.237,"00091943","INC AAHH SAN BENITO DE PALERMO","2018-01-13 17:00:00","INCENDIO URBANO"," ","GRDCDNYSC","TECNOLOGICOS","01","01","CERRADO POR : COEN-05 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DEL CALLAO.","1","DAÑOS:
PERSONALES: NINGUNO
MATERIALES: PERDIDA TOTAL
","05","011","CRDCCALLAO03",2018-02-19T00:00:00,2,1,3,4,"CALLAO","CALLAO","CALLAO","07",40,"incendiourbano.bmp",2018-02-27T00:00:00,2018-02-19T00:00:00,-77.14931,-12.06051,89277,"POINT (-77.14931000000001 -12.06051000000002)"
