GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,COD_GRUPO_,COD_FENOME,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,FEC_TERMIN,FEC_USUARI,X,Y,Shape;;;;;;;;
"SDE.Emergencias_2016.1527,""00075762"",""LLUVIAS INTENSAS  AFECTAN VIVIENDAS EN LA LOCALIDAD DE OSCCOLLO"",""2016-03-09 18:00:00"",""PRECIPITACIONES - LLUVIA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE COCHARCAS"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""03"",""CERRADO POR : COE-OP2 POR : Se procede a cerrar la emergencia por falta de actualización por parte del usuario."",""03"",""004"",2016-03-16T00:00:00,3,2,2,0,""APURIMAC"",""CHINCHEROS"",""COCHARCAS"",""03"",2016-04-21T00:00:00,2016-03-16T00:00:00,-73.71373,-13.64715,""POINT (-73.71373 -13.64715000000001)""";;;;;;;;
"SDE.Emergencias_2016.1528,""00075777"",""LLUVIAS INTENSAS Y GRANIZADA AFECTAN CULTIVOS EN EL DISTRITO DE COCHARCAS"",""2016-03-09 18:00:00"",""PRECIPITACIONES - LLUVIA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE COCHARCAS"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""03"",""CERRADO POR : COE-OP2 POR : Emergencia fue trasladada a la dirección correspondiente para su atención."",""03"",""004"",2016-03-16T00:00:00,3,3,3,0,""APURIMAC"",""CHINCHEROS"",""COCHARCAS"",""03"",2016-03-29T00:00:00,2016-03-16T00:00:00,-73.75561,-13.59891,""POINT (-73.75560999999999 -13.59890999999999)""";;;;;;;;
"SDE.Emergencias_2016.1529,""00076253"",""INUNDACION POR DESBORDE DE RIACHUELO EN SAN AGUSTÍN DE CAJAS"",""2016-03-09 18:30:00"",""INUNDACION"",""ALCALDE DEL DISTRITO DE SAN AGUSTÍN"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""29"",""CERRADO POR : COEN-14 POR : LA EMERGENCIA FUE ATENDIDA CON BIENES DE AYUDA HUMANITARIA, SE PROCEDE AL CIERRE."",""03"",""003"",2016-04-13T00:00:00,4,1,5,8,""JUNIN"",""HUANCAYO"",""SAN AGUSTIN"",""12"",2016-05-16T00:00:00,2016-04-13T00:00:00,-75.24823,-11.99164,""POINT (-75.24822999999998 -11.99164000000002)""";;;;;;;;
"SDE.Emergencias_2016.1530,""00075626"",""FUERTES PRECIPITACIONES PLUVIALES"",""2016-03-09 19:00:00"",""PRECIPITACIONES - LLUVIA"",""JESUS MIRANDA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""01"",""CERRADO POR : COEN-21 POR : SE PROCEDE A CIERRE DEBIDO A QUE EXCEDIÓ EL TIEMPO PARA INGRESO DE INFORMACIÓN."",""03"",""004"",2016-03-10T00:00:00,3,1,2,0,""PASCO"",""D. A.CARRION"",""YANAHUANCA"",""19"",2016-06-08T00:00:00,2016-03-10T00:00:00,-76.57061,-10.67239,""POINT (-76.57060999999999 -10.67239000000001)""";;;;;;;;
"SDE.Emergencias_2016.1531,""00075640"",""EN COPANI FUERTES VENTARRONES POR LOS FENOMENOS DEL NIÑO DESTECHARON 15 CASAS"",""2016-03-09 19:00:00"",""VIENTOS FUERTES"",""LA OFICINA DE DEFENSA CIVIL PROVINCIAL YUNGUYO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""13"",""03"",""CERRADO POR : COEN-10 POR : SE ATENDIO LA EMERGENCIA CON BIENES DE AYUDA HUMANITARIA"",""03"",""010"",2016-03-11T00:00:00,3,2,6,3,""PUNO"",""YUNGUYO"",""COPANI"",""21"",2016-04-13T00:00:00,2016-03-11T00:00:00,-69.04404,-16.39899,""POINT (-69.04404 -16.39899000000003)""";;;;;;;;
"SDE.Emergencias_2016.2301,""00076959"",""HELADAS EN EL DISTRITO DE  TUTI"",""2016-06-07 17:00:00"",""HELADA"",""ALCALDE DE LA MUNICIPALIDAD DISTRITAL DE TUTI"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""18"",""CERRADO POR : COEN-22 POR : LA EMERGENCIA FUE ATENDIDA."",""03"",""002"",2016-06-13T00:00:00,6,1,1,1,""AREQUIPA"",""CAYLLOMA"",""TUTI"",""04"",2016-08-01T00:00:00,2016-06-13T00:00:00,-71.55115,-15.53254,""POINT (-71.55115000000001 -15.53253999999998)""";;;;;;;;
"SDE.Emergencias_2016.2302,""00076894"",""SE REGISTRO BAJAS TEMPERATURAS BAJO CERO EN LAS ZONAS ALTO ANDINAS EN EL DISTRITO DE CONDURIRI"",""2016-06-07 22:00:00"",""HELADA"",""PRESIDENTE DE LA PLATAFORMA  DISTRITAL DE LA MUNICIPALIDAD DISTRITAL DE CONDURIRI"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""05"",""CERRADO POR : COEN-10 POR : SE ATENDIÓ LA EMERGENCIA A TRAVÉS DE LAS DECLARATORIAS DE ESTADO DE EMERGENCIA 055 Y 033";;;;;;;;
",03"",""002"",2016-06-08T00:00:00,6,28,33,0,""PUNO"",""EL COLLAO"",""CONDURIRI"",""21"",2016-10-17T00:00:00,2016-06-08T00:00:00,-69.71024,-16.62118,""POINT (-69.71024 -16.62117999999998)""";;;;;;;;
"SDE.Emergencias_2016.2303,""00077621"",""BAJAS TEMPERATURAS EN EL  DISTRITO YANAQUIHUA"",""2016-06-08 00:00:00"",""HELADA"",""MUNICIPALIDAD DE YANAQUIHUA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""08"",""CERRADO POR : COEN-22 POR : SE PROCEDE AL CIERRE DE DEBIDO A QUE SE CUMPLIÓ EL TIEMPO DE ACTUALIZACIÓN DE LA INFORMACIÓN EN EL SINPAD"",""03"",""002"",2016-07-11T00:00:00,7,1,6,0,""AREQUIPA"",""CONDESUYOS"",""YANAQUIHUA"",""04"",2016-10-13T00:00:00,2016-07-11T00:00:00,-72.87588,-15.77481,""POINT (-72.87588 -15.77481)""";;;;;;;;
"SDE.Emergencias_2016.2304,""00076950"",""INCENDIO"",""2016-06-08 01:30:00"",""INCENDIO URBANO"",""PALATAFORMA DISTRITAL DE DEFENSA CIVIL SACANCHE"",""TECNOLOGICOS"",""04"",""05"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""05"",""011"",2016-06-13T00:00:00,6,1,2,14,""SAN MARTIN"",""HUALLAGA"",""SACANCHE"",""22"",2016-06-13T00:00:00,2016-06-13T00:00:00,-76.7173,-7.07093,""POINT (-76.71730000000002 -7.070929999999976)""";;;;;;;;
"SDE.Emergencias_2016.2305,""00077160"",""BAJAS TEMPERATORAS  AFECTAN  EN LA LOCALIDAD DE ARGAMA ALTA"",""2016-06-08 03:00:00"",""HELADA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE PACUCHA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""09"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL."",""03"",""002"",2016-06-21T00:00:00,6,5,5,9,""APURIMAC"",""ANDAHUAYLAS"",""PACUCHA"",""03"",2017-02-06T00:00:00,2016-06-21T00:00:00,-73.27621,-13.63496,""POINT (-73.27620999999999 -13.63495999999998)""";;;;;;;;
"SDE.Emergencias_2016.2306,""00076927"",""FRIAJE EN PUERTO MALDONADO"",""2016-06-08 06:00:00"",""FRIAJE"",""OFICINA PROVINCIAL DE DEFENSA CIVIL TAMBOPATA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""01"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL."",""03"",""016"",2016-06-09T00:00:00,6,14,1,1,""MADRE DE DIOS"",""TAMBOPATA"",""TAMBOPATA"",""17"",2016-10-19T00:00:00,2016-06-09T00:00:00,-69.18762,-12.59742,""POINT (-69.18761999999998 -12.59742)""";;;;;;;;
"SDE.Emergencias_2016.2307,""00077378"",""HELADAS AFECTAN AL DISTRITO DE HUACAÑA"",""2016-06-08 07:00:00"",""HELADA"",""MUNICIPALIDAD DISTRITAL DE HUACAÑA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""05"",""CERRADO POR : COEN-18 POR : EL GORE ATENDIO LA EMERGENCIA, SE PROCEDE AL CIERRE."",""03"",""002"",2016-07-01T00:00:00,7,1,10,2,""AYACUCHO"",""SUCRE"",""HUACAÑA"",""05"",2016-12-23T00:00:00,2016-07-01T00:00:00,-73.82692,-14.27131,""POINT (-73.82691999999997 -14.27131000000003)""";;;;;;;;
"SDE.Emergencias_2016.2308,""00076926"",""INCENDIO URBANO"",""2016-06-08 10:00:00"",""INCENDIO URBANO"",""SUB GERENCIA DE DEFENSA CIVIL DE LA MUNICIPALIDAD DE CARABAYLLO"",""TECNOLOGICOS"",""01"",""06"",""CERRADO POR : COE-OP7 POR : EMERGENCIA ATENDIDA POR LA MUNICIPALIDAD DE LIMA METROPOLITANA"",""05"",""011"",2016-06-09T00:00:00,6,1,2,18,""LIMA"",""LIMA"",""CARABAYLLO"",""15"",2016-07-05T00:00:00,2016-06-09T00:00:00,-77.0093,-11.8913,""POINT (-77.0093 -11.8913)""";;;;;;;;
"SDE.Emergencias_2016.2309,""00077152"",""HELADAS EN EL DISTRITO  DE CHAVIÑA"",""2016-06-08 11:47:00"",""HELADA"",""JUAN D. MORON LOPEZ"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""05"",""CERRADO POR : COEN-18 POR : EL GORE ATENDIO LA EMERGENCIA, SE PROCEDE AL CIERRE."",""03"",""002"",2016-06-21T00:00:00,6,6,6,2,""AYACUCHO"",""LUCANAS"",""CHAVIÑA"",""05"",2016-12-23T00:00:00,2016-06-21T00:00:00,-73.83646,-14.97793,""POINT (-73.83645999999999 -14.97793000000002)""";;;;;;;;
"SDE.Emergencias_2016.2310,""00077416"",""BAJAS TEMPERATURAS  AFECTAN  EN EL DISTRITO DE MARA"",""2016-06-08 17:00:00"",""HELADA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE MARA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""05"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL."",""03"",""002"",2016-07-04T00:00:00,7,28,7,8,""APURIMAC"",""COTABAMBAS"",""MARA"",""03"",2017-02-06T00:00:00,2016-07-04T00:00:00,-72.10534,-14.08804,""POINT (-72.10534000000001 -14.08803999999998)""";;;;;;;;
"SDE.Emergencias_2016.2311,""00077355"",""VIENTOS FUERTES"",""2016-06-08 18:30:00"",""VIENTOS FUERTES"",""SECRETARIO TÉCNICO DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""04"",""CERRADO POR : COE-OP2 POR : SE ATENDIO, LA EMERGENCIA."",""03"",""010"",2016-06-30T00:00:00,6,1,2,8,""HUÁNUCO"",""LEONCIO PRADO"",""J.CRESPO Y CASTILLO"",""10"",2016-07-13T00:00:00,2016-06-30T00:00:00,-76.12445,-8.91003,""POINT (-76.12445000000002 -8.910030000000006)""";;;;;;;;
"SDE.Emergencias_2016.1937,""00076603"",""INCENDIO"",""2016-05-07 15:00:00"",""INCENDIO URBANO"",""PLATAFORMA PROVICNCIAL DE DEFENSA CIVIL"",""TECNOLOGICOS"",""04"",""01"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""05"",""011"",2016-05-12T00:00:00,5,1,2,11,""SAN MARTIN"",""HUALLAGA"",""SAPOSOA"",""22"",2016-05-16T00:00:00,2016-05-12T00:00:00,-76.77346,-6.93415,""POINT (-76.77346 -6.934149999999988)""";;;;;;;;
"SDE.Emergencias_2016.1938,""00076599"",""VIENTOS FUERTES"",""2016-05-07 16:30:00"",""VIENTOS FUERTES"",""SECRETARIO TECNICO PLATAFORMA DEFENSA CIVIL PROVINCI DE PICOTA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""07"",""01"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""03"",""010"",2016-05-12T00:00:00,5,1,2,1,""SAN MARTIN"",""PICOTA"",""PICOTA"",""22"",2016-05-16T00:00:00,2016-05-12T00:00:00,-76.31085,-6.96898,""POINT (-76.31085000000002 -6.968979999999988)""";;;;;;;;
"SDE.Emergencias_2016.1939,""00076585"",""VIENTOS FUERTES"",""2016-05-07 16:30:00"",""VIENTOS FUERTES"",""PLATAFORMA PROVINCIAL DEFENSA CIVIL PICOTA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""07"",""01"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""03"",""010"",2016-05-11T00:00:00,5,1,2,1,""SAN MARTIN"",""PICOTA"",""PICOTA"",""22"",2016-05-16T00:00:00,2016-05-11T00:00:00,-76.3317,-6.9195,""POINT (-76.33170000000001 -6.919500000000028)""";;;;;;;;
"SDE.Emergencias_2016.1940,""00076604"",""VIENTOS FUERTES"",""2016-05-07 17:00:00"",""VIENTOS FUERTES"",""PLATAFORMA PROVINCIAL DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""04"",""01"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""03"",""010"",2016-05-12T00:00:00,5,1,3,1,""SAN MARTIN"",""HUALLAGA"",""SAPOSOA"",""22"",2016-05-16T00:00:00,2016-05-12T00:00:00,-76.77346,-6.93415,""POINT (-76.77346 -6.934149999999988)""";;;;;;;;
"SDE.Emergencias_2016.1941,""00076552"",""INCENDIO URBANO EN LA MZ H3 LT 6 C SECTOR H1 HUERTOS DE MANCHAY"",""2016-05-08 00:10:00"",""INCENDIO URBANO"",""SUB-GERENCIA DE GESTION DE RIESGO DE DESASTRES DE PACHACAMAC"",""TECNOLOGICOS"",""01"",""23"",""CERRADO POR : COEN-23 POR : EMERGENCIA ATENDIDA POR LA REGION LIMA METROPOLITANA"",""05"",""011"",2016-05-09T00:00:00,5,1,1,15,""LIMA"",""LIMA"",""PACHACAMAC"",""15"",2016-05-12T00:00:00,2016-05-09T00:00:00,-76.8594,-12.2296,""POINT (-76.85939999999999 -12.22960000000001)""";;;;;;;;
"SDE.Emergencias_2016.1942,""00076561"",""INCENDIO DE VIVIENDA EN EL VALLE DE MOQUEGUA DISTRITO DE MOQUEGUA PROV DE MCAL NIETO REGION MOQUEGUA"",""2016-05-08 11:40:00"",""INCENDIO URBANO"",""PLATAFORMA PROVINCIAL DE DEFENSA CIVIL DE MARISCAL NIETO"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COEN-03 POR : SE ATENDIO CON BIENES DE AYUDA HUMANITARIA. SE PROCEDE AL CIERRE."",""05"",""011"",2016-05-10T00:00:00,5,1,2,18,""MOQUEGUA"",""MARISCAL NIETO"",""MOQUEGUA"",""18"",2016-05-17T00:00:00,2016-05-10T00:00:00,-70.98173,-17.26434,""POINT (-70.98173000000003 -17.26434)""";;;;;;;;
"SDE.Emergencias_2016.1943,""00076549"",""SE PRODUJO INCENDIO FORESTAL EN EL CERRO DEL MIRADOR ÑTARACCASA"",""2016-05-08 13:00:00"",""INCENDIO FORESTAL"",""COEL-PROVINCIAL DE ABANCAY"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COE-OP2 POR : Emergencia fue derivada a la Dirección correspondiente, para su atención."",""05"",""010"",2016-05-09T00:00:00,5,1,1,0,""APURIMAC"",""ABANCAY"",""ABANCAY"",""03"",2016-05-11T00:00:00,2016-05-09T00:00:00,-72.85828,-13.62206,""POINT (-72.85827999999998 -13.62205999999998)""";;;;;;;;
"SDE.Emergencias_2016.1944,""00076580"",""VIENTOS FUERTES AFECATAN VIVIENDA EN LA LOCALIDAD DE MIRAFLORES"",""2016-05-08 18:30:00"",""VIENTOS FUERTES"","" EL COE DISTRITAL DE DEFENSA CIVIL DE ANCO HUALLO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""02"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""03"",""010"",2016-05-11T00:00:00,5,1,2,0,""APURIMAC"",""CHINCHEROS"",""ANCO-HUALLO"",""03"",2016-06-21T00:00:00,2016-05-11T00:00:00,-73.69173,-13.5355,""POINT (-73.69173000000001 -13.53550000000001)""";;;;;;;;
"SDE.Emergencias_2016.1945,""00076610"",""LLUVIAS INTENSAS Y VIENTOS FUERTES EN HUEPETUHE"",""2016-05-09 01:30:00"",""PRECIPITACIONES - LLUVIA"",""FERNANDO AQUIMA CUADROS, SECRETARIO TÉCNICO DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""04"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL."",""03"",""004"",2016-05-13T00:00:00,5,1,2,11,""MADRE DE DIOS"",""MANU"",""HUEPETUHE"",""17"",2016-05-31T00:00:00,2016-05-13T00:00:00,-70.53269,-13.00405,""POINT (-70.53269 -13.00405000000001)""";;;;;;;;
"SDE.Emergencias_2016.1946,""00077529"",""HELADAS AFECTAN AL DISTRITO DE ACOCRO"",""2016-05-09 06:00:00"",""HELADA"",""MUNICIPALIDAD DISTRITAL DE ACOCRO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""02"",""CERRADO POR : COEN-18 POR : EL GORE AYACUCHO ATENDIO LA EMERGENCIA, SE PROCEDE AL CIERRE."",""03"",""002"",2016-07-07T00:00:00,7,8,8,2,""AYACUCHO"",""HUAMANGA"",""ACOCRO"",""05"",2016-12-23T00:00:00,2016-07-07T00:00:00,-74.04441,-13.21933,""POINT (-74.04441000000003 -13.21933000000001)""";;;;;;;;
"SDE.Emergencias_2016.2423,""00077386"",""DISTRITO DE  SANTA ANA DE TUSI  VIENE SIENDO AFECTADO POR LAS HELADAS"",""2016-06-16 04:00:00"",""HELADA"",""OFICINA  DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""06"",""CERRADO POR : COEN-21 POR : Emergencia Atendida"",""03"",""002"",2016-07-01T00:00:00,7,20,1,2,""PASCO"",""D. A.CARRION"",""STA. ANA DE TUSI"",""19"",2016-07-20T00:00:00,2016-07-01T00:00:00,-76.356,-10.47227,""POINT (-76.356 -10.47226999999998)""";;;;;;;;
"SDE.Emergencias_2016.2424,""00077797"",""INCENDIO URBANO"",""2016-06-16 09:00:00"",""INCENDIO URBANO"",""MUNICIPALIDAD DISTRITAL DE TAHUANIA"",""TECNOLOGICOS"",""02"",""03"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA DEL CODIGO SINPAD N° 00077797 A SOLICITUD DEL GOBIERNO REGIONAL DE UCAYALI."",""05"",""011"",2016-07-19T00:00:00,7,1,2,2,""UCAYALI"",""ATALAYA"",""TAHUANIA"",""25"",2016-07-27T00:00:00,2016-07-19T00:00:00,-73.98811,-10.08809,""POINT (-73.98811000000001 -10.08809000000002)""";;;;;;;;
"SDE.Emergencias_2016.2425,""00077108"",""INCENDIO EN LA VIVIENDA DEL SEÑOR REYNALDO JAVIER REYES CAMPOS"",""2016-06-16 09:45:00"",""INCENDIO URBANO"",""JOSE LUIS LINDAO JIMENEZ"",""TECNOLOGICOS"",""03"",""01"",""CERRADO POR : COE-OP2 POR : Emergencia fue atendida por la Municipalidad Provincial con ayuda humanitaria."",""05"",""011"",2016-06-17T00:00:00,6,1,3,10,""TUMBES"",""ZARUMILLA"",""ZARUMILLA"",""24"",2016-07-13T00:00:00,2016-06-17T00:00:00,-80.2745,-3.50034,""POINT (-80.27449999999999 -3.500339999999994)""";;;;;;;;
"SDE.Emergencias_2016.2426,""00077540"",""BAJAS TEMPERATURAS  AFECTAN  EN EL DISTRITO DE SAN PEDRO CACHORA"",""2016-06-16 16:00:00"",""SEQUIA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE SAN PEDRO DE CACHORA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""08"",""CERRADO POR : COE-OP2 POR : Expediente fue derivado a la Dirección correspondiente, para su atención."",""03"",""008"",2016-07-08T00:00:00,7,1,4,0,""APURIMAC"",""ABANCAY"",""S. P. DE CACHORA"",""03"",2016-07-27T00:00:00,2016-07-08T00:00:00,-72.81634,-13.51462,""POINT (-72.81634000000003 -13.51461999999998)""";;;;;;;;
"SDE.Emergencias_2016.2427,""00077090"",""INCENDIO URBANO"",""2016-06-16 16:30:00"",""INCENDIO URBANO"",""PDDC DE ATE - JORGE SANTIBAÑEZ HINOSTROZA (JEFE DE OPERACIONES)"",""TECNOLOGICOS"",""01"",""03"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD EN EL TIEMPO DE INGRESO DE LA INFORMACIÓN."",""05"",""011"",2016-06-17T00:00:00,6,1,2,0,""LIMA"",""LIMA"",""ATE"",""15"",2016-12-26T00:00:00,2016-06-17T00:00:00,-76.92421,-12.02572,""POINT (-76.92421000000002 -12.02571999999998)""";;;;;;;;
"SDE.Emergencias_2016.2428,""00077109"",""INCENDIO URBANO"",""2016-06-16 22:00:00"",""INCENDIO URBANO"",""CDC DE ATE - JORGE SANTIBAÑEZ HINOSTROZA"",""TECNOLOGICOS"",""01"",""03"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE LA INFORMACIÓN."",""05"",""011"",2016-06-17T00:00:00,6,1,2,0,""LIMA"",""LIMA"",""ATE"",""15"",2016-12-26T00:00:00,2016-06-17T00:00:00,-76.92421,-12.02572,""POINT (-76.92421000000002 -12.02571999999998)""";;;;;;;;
"SDE.Emergencias_2016.2429,""00077106"",""INCENDIO URBANO"",""2016-06-16 22:30:00"",""INCENDIO URBANO"",""CENTRO DE OPERACIONES DE EMERGENCIA REGIONAL"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COEN-27 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE INFORMACIÓN"",""05"",""011"",2016-06-17T00:00:00,6,1,2,0,""PIURA"",""PIURA"",""PIURA"",""20"",2016-12-12T00:00:00,2016-06-17T00:00:00,-80.627,-5.19532,""POINT (-80.62700000000001 -5.195319999999981)""";;;;;;;;
"SDE.Emergencias_2016.2430,""00077124"",""INCENDIO"",""2016-06-16 23:00:00"",""INCENDIO URBANO"",""CENTRO DE COMUNICACIONES BASE SECOM"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COEN-27 POR : EL GOBIERNO REGIONAL INFORMO QUE LA EMERGENCIA FUE ATENDIDA, SE PROCEDE AL CIERRE DE LA EMERGENCIA"",""05"",""011"",2016-06-20T00:00:00,6,1,4,14,""PIURA"",""PIURA"",""PIURA"",""20"",2016-06-27T00:00:00,2016-06-20T00:00:00,-80.627,-5.19532,""POINT (-80.62700000000001 -5.195319999999981)""";;;;;;;;
"SDE.Emergencias_2016.2431,""00077172"",""HELADA POR BAJAS TEMPERATURAS EN LE DISTRITO DE COMBAPATA"",""2016-06-17 02:00:00"",""HELADA"",""OFICINA DE DEFENSA CIVIL DE LA MUNICIPALIDAD DISTRITAL DE COMBAPATA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""03"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA DEL CODIGO SINPAD N° 00077172 A SOLICITUD DEL GOBIERNO REGIONAL DEL CUSCO."",""03"",""002"",2016-06-21T00:00:00,6,6,3,1,""CUSCO"",""CANCHIS"",""COMBAPATA"",""08"",2016-11-15T00:00:00,2016-06-21T00:00:00,-71.29901,-14.07095,""POINT (-71.29901000000001 -14.07094999999998)""";;;;;;;;
"SDE.Emergencias_2016.2432,""00077302"",""FUERTE HELADA EN EL DISTRITO DE PUCYURA"",""2016-06-17 03:20:00"",""HELADA"",""CENTRO DE SALUD DEL DISTRITO DE PUCYURA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""08"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL DEL CUSCO."",""03"",""002"",2016-06-28T00:00:00,6,9,5,0,""CUSCO"",""ANTA"",""PUCYURA"",""08"",2016-12-21T00:00:00,2016-06-28T00:00:00,-72.07319,-13.4981,""POINT (-72.07319000000001 -13.49810000000002)""";;;;;;;;
"SDE.Emergencias_2016.1532,""00075756"",""INTENSAS LLUVIAS CAUSA INCREMENTO DE CAUDAL AFECTA BADEN DE VIA PRINCIPAL PAUCARTAMBO"",""2016-03-09 21:30:00"",""PRECIPITACIONES - LLUVIA"",""JEFE DE DEFENSA CIVIL DE LA MINICIPALIDAD DISTRITAL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""07"",""CERRADO POR : COEN-10 POR : SE ATENDIO LA EMERGENCIA CON BIENES DE AYUDA HUMANITARIA"",""03"",""004"",2016-03-15T00:00:00,3,1,1,3,""PASCO"",""PASCO"",""PAUCARTAMBO"",""19"",2016-04-07T00:00:00,2016-03-15T00:00:00,-75.63339,-10.72374,""POINT (-75.63339000000002 -10.72374000000002)""";;;;;;;;
"SDE.Emergencias_2016.1533,""00075643"",""HUAYCO EN CP VALLE LOS CHILCHOS DIST LEIMEBAMBA PROV CHACHAPOYAS REG AMAZONAS"",""2016-03-10 00:00:00"",""HUAYCO"",""PUESTO DE SALUD DE VALLE LOS CHILCHOS"",""GEODINAMICA EXTERNA"",""01"",""10"",""CERRADO POR : COEN-12 POR : La emergencia ya fue atendida.";;;;;;;;
",02"",""007"",2016-03-11T00:00:00,3,1,3,20,""AMAZONAS"",""CHACHAPOYAS"",""LEIMEBAMBA"",""01"",2016-04-14T00:00:00,2016-03-11T00:00:00,-77.81259,-6.66425,""POINT (-77.81259 -6.664249999999981)""";;;;;;;;
"SDE.Emergencias_2016.1534,""00076002"",""COLAPSO DE VIVIENDA"",""2016-03-10 04:30:00"",""PRECIPITACIONES - LLUVIA"",""JEFE DE DEFENSA CIVIL DEL DISTRITO DE PUERTO BERMUDEZ"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""06"",""CERRADO POR : COEN-10 POR : SE ATENDIO LA EMERGENCIA CON BIENES DE HUMANITARIA"",""03"",""004"",2016-03-30T00:00:00,3,1,2,10,""PASCO"",""OXAPAMPA"",""PUERTO BERMUDEZ"",""19"",2016-04-07T00:00:00,2016-03-30T00:00:00,-74.93536,-10.30724,""POINT (-74.93536 -10.30723999999998)""";;;;;;;;
"SDE.Emergencias_2016.1535,""00075701"",""PRECIPITACION DE LLUVIAS"",""2016-03-10 09:00:00"",""PRECIPITACIONES - LLUVIA"",""COE DE LA MUNICIPALIDAD DE DEFENSA CIVIL ABANCAY"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""01"",""CERRADO POR : COE-OP2 POR : Se procede a cerrar la emergencia por falta de actualización por parte del usuario."",""03"",""004"",2016-03-14T00:00:00,3,1,2,0,""APURIMAC"",""ABANCAY"",""ABANCAY"",""03"",2016-04-21T00:00:00,2016-03-14T00:00:00,-72.8793,-13.63688,""POINT (-72.8793 -13.63688000000002)""";;;;;;;;
