GmlId,COD_EMERGE,DES_EMERGE,FEC_EMERGE,DES_FENOME,DES_FUENTE,DES_GRUPO_,COD_PROV,COD_DIST,DES_JUSTIF,COD_GRUPO_,COD_FENOME,FEC_REGIST,MES_REGIST,LOCALIDAD,EDANOS,AHUMANITAR,DES_DPTO,DES_PROV,DES_DIST,COD_DPTO,FEC_TERMIN,FEC_USUARI,X,Y,Shape;;;;;;;;
"SDE.Emergencias_2016.2065,""00076771"",""DENGUE EN REGION MADRE DE DIOS DISTRITO IÑAPARI"",""2016-05-25 09:00:00"",""EPIDEMIAS"",""DIRECCION REGIONAL DE SALUD MADRE DE DIOS"",""ORIGEN BIOLOGICO"",""03"",""01"",""CERRADO POR : COEN-25 POR : SE CIERRA LA EMERGENCIA A SOLICITUD DEL GOBIERNO REGIONAL."",""04"",""002"",2016-05-25T00:00:00,5,1,1,0,""MADRE DE DIOS"",""TAHUAMANU"",""IÑAPARI"",""17"",2016-10-14T00:00:00,2016-05-25T00:00:00,-69.72857,-10.9713,""POINT (-69.72856999999999 -10.97129999999999)""";;;;;;;;
"SDE.Emergencias_2016.2066,""00076949"",""INCENDIO DE VIVIENDA EN LA LOCALIDAD DE TACCACCA"",""2016-05-25 09:45:00"",""INCENDIO URBANO"",""EL COE DISTRITAL DE DEFENSA CIVIL DE CIRCA"",""TECNOLOGICOS"",""01"",""03"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""05"",""011"",2016-06-13T00:00:00,6,1,2,0,""APURIMAC"",""ABANCAY"",""CIRCA"",""03"",2016-06-21T00:00:00,2016-06-13T00:00:00,-72.8927,-13.96649,""POINT (-72.89269999999999 -13.96649000000002)""";;;;;;;;
"SDE.Emergencias_2016.2067,""00076947"",""INCENDIO  AFECATA VIVIENDA EN LA LOCALIDAD DE TACCACCA"",""2016-05-25 09:45:00"",""INCENDIO URBANO"",""EL COE DISTRITAL DE DEFENSA CIVIL DE CIRCA"",""TECNOLOGICOS"",""01"",""03"",""CERRADO POR : COEN-09 POR : Se cierra la emergencia por exceso de tiempo para la actualización de la información."",""05"",""011"",2016-06-13T00:00:00,6,1,3,0,""APURIMAC"",""ABANCAY"",""CIRCA"",""03"",2016-09-12T00:00:00,2016-06-13T00:00:00,-72.8927,-13.96649,""POINT (-72.89269999999999 -13.96649000000002)""";;;;;;;;
"SDE.Emergencias_2016.2068,""00076787"",""INCENDIO FORESTAL"",""2016-05-25 10:00:00"",""INCENDIO FORESTAL"",""MIGUEL AUGUSTO TRELLES MORANTE - SECRETARIO TÉCNICO DE LA OFICINA PROVINCIAL DE DEFENSA CIVIL"",""TECNOLOGICOS"",""04"",""01"",""CERRADO POR : COEN-27 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE INFORMACIÓN"",""05"",""010"",2016-05-27T00:00:00,5,1,2,0,""PIURA"",""MORROPON"",""CHULUCANAS"",""20"",2016-06-01T00:00:00,2016-05-27T00:00:00,-80.16269,-5.14058,""POINT (-80.16269 -5.14058)""";;;;;;;;
"SDE.Emergencias_2016.1582,""00075747"",""INCENDIO URBANO DESTRUYE LOCAL EN CIUDAD DE IQUITOS"",""2016-03-14 21:45:00"",""INCENDIO URBANO"",""SR. JAIME NAVAS TORRES, JEFE DIVISION DEFENSA CIVIL - MPM"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COEN-04 POR : SE PROCEDE AL CIERRE POR EXCEDER EL TIEMPO DE ACTUALIZACION."",""05"",""011"",2016-03-15T00:00:00,3,1,6,0,""LORETO"",""MAYNAS"",""IQUITOS"",""16"",2016-08-24T00:00:00,2016-03-15T00:00:00,-73.26218,-3.74993,""POINT (-73.26218 -3.749930000000006)""";;;;;;;;
"SDE.Emergencias_2016.1583,""00075727"",""PRECIPITACIONES  GRANIZADA"",""2016-03-14 22:30:00"",""PRECIPITACIONES - GRANIZO"",""JOSE WILLIAM HUMPIRI JOVE - RESPONSABLE DEFENSA CIVIL CHUPA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""06"",""CERRADO POR : COEN-10 POR : SE CIERRA LA EMERGENCIA POR FALTA DE ACTUALIZACION DE INFORMACION POR PARTE DEL USUARIO."",""03"",""001"",2016-03-14T00:00:00,3,2,1,0,""PUNO"",""AZANGARO"",""CHUPA"",""21"",2016-12-29T00:00:00,2016-03-14T00:00:00,-69.98636,-15.10701,""POINT (-69.98635999999999 -15.10701)""";;;;;;;;
"SDE.Emergencias_2016.1584,""00083323"",""LLUVIAS FUERTES"",""2016-03-15 00:00:00"",""PRECIPITACIONES - LLUVIA"",""MUNICIPALIDAD DISTRITAL DE PALCA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""07"","" "",""03"",""004"",2017-03-16T00:00:00,3,13,19,0,""TACNA"",""TACNA"",""PALCA"",""23"",,2017-03-16T00:00:00,-69.96009,-17.77562,""POINT (-69.96008999999998 -17.77562)""";;;;;;;;
"SDE.Emergencias_2016.1585,""00075845"",""INTENSAS LLUVIAS OCASIONA DESNIVEL DE PLATAFORMA DE CARRETERA EN TRAMO BUENA VISTA  MATILDE EN POZUZ"",""2016-03-15 05:00:00"",""PRECIPITACIONES - LLUVIA"",""OFICINA DE DEFENSA CIVIL DEL DISTRITO DE POZUZO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""05"",""CERRADO POR : COEN-10 POR : LA EMERGENCIA SE ATIENDE POR EL SECTOR CORRESPONDIENTE"",""03"",""004"",2016-03-18T00:00:00,3,1,1,0,""PASCO"",""OXAPAMPA"",""POZUZO"",""19"",2016-04-12T00:00:00,2016-03-18T00:00:00,-75.6403,-10.10775,""POINT (-75.64030000000003 -10.10775000000001)""";;;;;;;;
"SDE.Emergencias_2016.1586,""00076491"",""INCENDIO AFECTA UNA VIVIENDA EN EL DISTRITO DE CHUSCHI"",""2016-03-15 07:00:00"",""INCENDIO URBANO"",""RAMON CACERES ESPINOZA"",""TECNOLOGICOS"",""02"",""02"",""CERRADO POR : COEN-18 POR : SE PROCEDE AL CIERRE, DEBIDO A QUE LA EMERGENCIA FUE ATENDIDA."",""05"",""011"",2016-05-02T00:00:00,5,1,2,6,""AYACUCHO"",""CANGALLO"",""CHUSCHI"",""05"",2016-07-01T00:00:00,2016-05-02T00:00:00,-74.35507,-13.5277,""POINT (-74.35507000000001 -13.52769999999998)""";;;;;;;;
"SDE.Emergencias_2016.1587,""00076426"",""LLUVIAS FUERTES AFECTAN EL DISTRITO DE SANTIAGO DE LUCANAMARCA"",""2016-03-15 15:20:00"",""PRECIPITACIONES - LLUVIA"",""HECTOR QUISPE HUARIPAUCAR"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""04"",""CERRADO POR : COEN-18 POR : A SOLICITUD DEL GOBIERNO REGIONAL DE AYACUCHO SE PROCEDE EL CIERRE DE EMERGENCIA."",""03"",""004"",2016-04-27T00:00:00,4,1,1,1,""AYACUCHO"",""HUANCA SANCOS"",""S. DE LUCANAMARCA"",""05"",2016-05-03T00:00:00,2016-04-27T00:00:00,-74.37548,-13.84395,""POINT (-74.37547999999998 -13.84395000000001)""";;;;;;;;
"SDE.Emergencias_2016.1588,""00076224"",""HUAYCO CAUSA DESLIZAMIENTO DE PLATAFORMA EN EL DISTRITO DE PAICO"",""2016-03-15 16:30:00"",""HUAYCO"",""EULOGIO L. CANCHO CABANA"",""GEODINAMICA EXTERNA"",""09"",""07"",""CERRADO POR : COEN-11 POR : EMERGENCIA ATENDIDA POR EL GOBIERNO REGIONAL DE AYACUCHO, SE PROCEDE AL CIERRE DE EMERGENCIA."",""02"",""007"",2016-04-11T00:00:00,4,1,1,1,""AYACUCHO"",""SUCRE"",""PAICO"",""05"",2016-04-27T00:00:00,2016-04-11T00:00:00,-73.64565,-14.03904,""POINT (-73.64564999999999 -14.03904)""";;;;;;;;
"SDE.Emergencias_2016.1589,""00075785"",""VIENTOS FUERTES"",""2016-03-15 16:30:00"",""VIENTOS FUERTES"",""SECRETARIO TECNICO DE LA PLATAFORMA PROVINCIAL DE DEFENSA CIVIL DE SULLANA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""01"",""CERRADO POR : COEN-27 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE INFORMACIÓN"",""03"",""010"",2016-03-17T00:00:00,3,1,1,0,""PIURA"",""SULLANA"",""SULLANA"",""20"",2016-05-31T00:00:00,2016-03-17T00:00:00,-80.6883,-4.8913,""POINT (-80.68830000000003 -4.891300000000001)""";;;;;;;;
"SDE.Emergencias_2016.1590,""00076374"",""LLUVIAS FUERTES AFECTAN LAS VIAS DE COMUNICACIONES EN EL DISTRITO DE OYOLO"",""2016-03-15 20:00:00"",""PRECIPITACIONES - LLUVIA"",""MUNICIPALIDAD DISTRITAL DE OYOLO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""08"",""06"",""CERRADO POR : COEN-11 POR : EMERGENCIA ATENDIDA POR EL GOBIERNO REGIONAL DE AYACUCHO, SE PROCEDE AL CIERRE DE EMERGENCIA."",""03"",""004"",2016-04-22T00:00:00,4,1,2,1,""AYACUCHO"",""P. DEL SARA SARA"",""OYOLO"",""05"",2016-04-27T00:00:00,2016-04-22T00:00:00,-73.18809,-15.1798,""POINT (-73.18808999999999 -15.1798)""";;;;;;;;
"SDE.Emergencias_2016.1591,""00075957"",""INCENDIO URBANO"",""2016-03-15 23:00:00"",""INCENDIO URBANO"",""PLATAFORMA DISTRITAL DE DEFENSA CIVIL"",""TECNOLOGICOS"",""01"",""05"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""05"",""011"",2016-03-23T00:00:00,3,1,2,16,""SAN MARTIN"",""MOYOBAMBA"",""SORITOR"",""22"",2016-04-13T00:00:00,2016-03-23T00:00:00,-77.17658,-6.2363,""POINT (-77.17658 -6.236300000000028)""";;;;;;;;
"SDE.Emergencias_2016.1418,""00075776"",""LLUVIAS INTENSAS Y GRANIZADA AFECTAN CULTIVOS EN EL DISTRITO DE CURAHUASI"",""2016-03-04 18:00:00"",""PRECIPITACIONES - LLUVIA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE CURAHUASI"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""04"",""CERRADO POR : COE-OP2 POR : Emergencia fue derivada a la Dirección correspondiente, para su atención."",""03"",""004"",2016-03-16T00:00:00,3,4,13,0,""APURIMAC"",""ABANCAY"",""CURAHUASI"",""03"",2016-04-21T00:00:00,2016-03-16T00:00:00,-72.43235,-13.64148,""POINT (-72.43234999999999 -13.64148)""";;;;;;;;
"SDE.Emergencias_2016.1419,""00075599"",""DAMNIFICADOS Y AFECTADOS POR LLUVIAS DEL 04 AL 07 DE MARZO EN TAMBOGRANDE"",""2016-03-04 18:00:00"",""PRECIPITACIONES - LLUVIA"",""SECRETARIA TECNICA DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""14"",""CERRADO POR : COEN-27 POR : EL GOBIERNO REGIONAL INFORMO QUE LA EMERGENCIA FUE ATENDIDA, SE PROCEDE AL CIERRE DE LA EMERGENCIA"",""03"",""004"",2016-03-09T00:00:00,3,1,4,4,""PIURA"",""PIURA"",""TAMBO GRANDE"",""20"",2016-04-26T00:00:00,2016-03-09T00:00:00,-80.34436,-4.93323,""POINT (-80.34436 -4.933229999999981)""";;;;;;;;
"SDE.Emergencias_2016.1420,""00075676"",""LLUVIAS FUERTES"",""2016-03-04 18:00:00"",""PRECIPITACIONES - LLUVIA"",""ING EDUARDO FIESTAS JACINTO - ENCARGADO DE LA SECRETARIA TECNICA DE DEFENSA CIVIL"",""METEOROLOGICOS, OCEANOGRAFICOS"",""08"",""01"",""CERRADO POR : COEN-27 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE INFORMACIÓN"",""03"",""004"",2016-03-11T00:00:00,3,1,4,0,""PIURA"",""SECHURA"",""SECHURA"",""20"",2016-05-27T00:00:00,2016-03-11T00:00:00,-80.82583,-5.55668,""POINT (-80.82583 -5.556679999999972)""";;;;;;;;
"SDE.Emergencias_2016.1421,""00075508"",""FUERTES VIENTOS AFECTA VIVIENDA EN LA LOCALIDAD DE TINYARIPA"",""2016-03-04 18:30:00"",""VIENTOS FUERTES"",""EL COE DISTRITAL DE DEFENSA CIVIL DE HAQUIRA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""05"",""04"",""CERRADO POR : COE-OP2 POR : Se procede a cerrar la emergencia por falta de actualización por parte del usuario."",""03"",""010"",2016-03-07T00:00:00,3,3,2,0,""APURIMAC"",""COTABAMBAS"",""HAQUIRA"",""03"",2016-04-21T00:00:00,2016-03-07T00:00:00,-72.2201,-14.27621,""POINT (-72.2201 -14.27620999999999)""";;;;;;;;
"SDE.Emergencias_2016.1422,""00075579"",""DERRUMBE DE CASAS POR EFECTO DE LLUVIAS INTENSAS AH LAS DALIAS MZ B Y C"",""2016-03-04 20:00:00"",""PRECIPITACIONES - LLUVIA"",""OFICINA DE DEFENSA CIVIL DE LA MUNICIPALIDAD PROVINCIAL DE PIURA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""01"",""CERRADO POR : COEN-27 POR : EL GOBIERNO REGIONAL INFORMO QUE LA EMERGENCIA FUE ATENDIDA, SE PROCEDE AL CIERRE DE LA EMERGENCIA"",""03"",""004"",2016-03-09T00:00:00,3,1,3,12,""PIURA"",""PIURA"",""PIURA"",""20"",2016-04-18T00:00:00,2016-03-09T00:00:00,-80.62973,-5.19598,""POINT (-80.62973 -5.19598000000002)""";;;;;;;;
"SDE.Emergencias_2016.1423,""00075570"",""AISLAMIENTO DE CENTROS POBLADOS"",""2016-03-04 20:00:00"",""PRECIPITACIONES - LLUVIA"",""JUAN ALEX LLENQUE MARTINEZ"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""03"",""CERRADO POR : COE-OP2 POR : Emergencia fue atendida por la Municipalidad Distrital con ayuda humanitaria."",""03"",""004"",2016-03-08T00:00:00,3,1,2,1,""TUMBES"",""CONTRAL. VILLAR"",""CANOAS DE PUNTA SAL"",""24"",2016-07-13T00:00:00,2016-03-08T00:00:00,-80.95870306,-3.98712431,""POINT (-80.95870305900002 -3.987124314000027)""";;;;;;;;
"SDE.Emergencias_2016.1424,""00075636"",""LLUVIA"",""2016-03-04 20:00:00"",""PRECIPITACIONES - LLUVIA"",""JEFE DE OFICINA DE DEFENSA CIVIL DE LA MUNICIPALIDAD PROVINCIAL DE TUMBES"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""05"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""03"",""004"",2016-03-10T00:00:00,3,1,2,2,""TUMBES"",""TUMBES"",""SAN JACINTO"",""24"",2016-04-27T00:00:00,2016-03-10T00:00:00,-80.4475,-3.64055,""POINT (-80.44749999999999 -3.640550000000019)""";;;;;;;;
"SDE.Emergencias_2016.1425,""00075546"",""LLUVIAS INTENSAS"",""2016-03-04 20:00:00"",""PRECIPITACIONES - LLUVIA"",""SECRETARIO TECNICO DE GESTION DE RIESGO DE IGANCIO ESCUDERO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""03"",""CERRADO POR : COEN-27 POR : SE PROCEDE AL CIERRE DE LA EMERGENCIA POR CADUCIDAD DE TIEMPO EN EL INGRESO DE INFORMACIÓN"",""03"",""004"",2016-03-08T00:00:00,3,1,4,0,""PIURA"",""SULLANA"",""IGNACIO ESCUDERO"",""20"",2016-05-27T00:00:00,2016-03-08T00:00:00,-80.87499,-4.84597,""POINT (-80.87499000000003 -4.845970000000023)""";;;;;;;;
"SDE.Emergencias_2016.1426,""00075507"",""LLUVIAS INTENSAS ACOMPAÑADAS DE GRANIZO AFECTAN EL DISTRITO DE MAMARA"",""2016-03-04 20:00:00"",""PRECIPITACIONES - LLUVIA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE MAMARA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""07"",""05"",""CERRADO POR : COE-OP2 POR : Emergencia fue derivada al sector correspondiente para su atención."",""03"",""004"",2016-03-07T00:00:00,3,1,2,0,""APURIMAC"",""GRAU"",""MAMARA"",""03"",2016-03-10T00:00:00,2016-03-07T00:00:00,-72.59437,-14.23085,""POINT (-72.59437000000003 -14.23084999999998)""";;;;;;;;
"SDE.Emergencias_2016.1879,""00076522"",""BAJAS TEMPERATURAS AFECTAN EL DISTRITO DE  JUAN ESPÍNOZA MEDRANO"",""2016-04-28 04:00:00"",""HELADA"",""EL COE DISTRITAL DE DEFENSA CIVIL DE  JUAN ESPINOZA MEDRANO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""04"",""CERRADO POR : COE-OP2 POR : Emergencia se deriva a la Dirección correspondiente para su atención."",""03"",""002"",2016-05-03T00:00:00,5,1,3,0,""APURIMAC"",""ANTABAMBA"",""J.ESPINOZA MEDRANO"",""03"",2016-05-04T00:00:00,2016-05-03T00:00:00,-72.91483,-14.42869,""POINT (-72.91483 -14.42869000000002)""";;;;;;;;
"SDE.Emergencias_2016.1880,""00076602"",""INCEDIO URBANO"",""2016-04-28 21:00:00"",""INCENDIO URBANO"",""PLATAFORMA PROVINCIAL DE DEFENSA CIVIL TARAPOTO"",""TECNOLOGICOS"",""09"",""01"",""CERRADO POR : COEN-17 POR : LA EMERGENCIA HA SIDO ATENDIDA."",""05"",""011"",2016-05-12T00:00:00,5,1,2,11,""SAN MARTIN"",""SAN MARTIN"",""TARAPOTO"",""22"",2016-05-16T00:00:00,2016-05-12T00:00:00,-76.36512,-6.48895,""POINT (-76.36511999999999 -6.488949999999988)""";;;;;;;;
"SDE.Emergencias_2016.1881,""00076801"",""DESLIZAMIENTO DE  TIERRAS PIEDRAS Y LODO"",""2016-04-29 10:00:00"",""PRECIPITACIONES - LLUVIA"",""PLATAFORMA REGIONAL DE DEFENSA CIVIL AMAZONAS"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""15"",""CERRADO POR : COEN-21 POR : SE PROCEDE A CIERRE DEBIDO A QUE EXCEDIÓ EL TIEMPO PARA INGRESO DE INFORMACIÓN."",""03"",""004"",2016-05-30T00:00:00,5,1,1,0,""AMAZONAS"",""CHACHAPOYAS"",""MONTEVIDEO"",""01"",2016-06-08T00:00:00,2016-05-30T00:00:00,-77.79171,-6.62373,""POINT (-77.79171000000002 -6.623730000000023)""";;;;;;;;
"SDE.Emergencias_2016.1882,""00076542"",""AV 28 DE JULIO 2931 A B MZ K LOTE 51 52 INCENDIO"",""2016-04-29 10:12:00"",""INCENDIO URBANO"",""FELIPE CHANG LAU"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COEN-23 POR : EMERGENCIA ATENDIDA  POR LA MUNICIPALIDAD LIMA METROPOLITANA"",""05"",""011"",2016-05-05T00:00:00,5,1,2,21,""LIMA"",""LIMA"",""LIMA"",""15"",2016-05-06T00:00:00,2016-05-05T00:00:00,-77.0323,-12.04668,""POINT (-77.03230000000002 -12.04667999999998)""";;;;;;;;
"SDE.Emergencias_2016.1964,""00076661"",""INTENSAS LLUVIAS DEJA INTRANSITABLE LA CARRETERA SAN ISIDRO-PUENTE-PUCATE PAVAYAQUILLO"",""2016-05-12 16:00:00"",""PRECIPITACIONES - LLUVIA"",""SEC. TEC. DE DEFENSA CIVIL DEL DISTRITO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""04"",""CERRADO POR : COE-OP2 POR : SE ATENDIO, LA EMERGENCIA."",""03"",""004"",2016-05-18T00:00:00,5,1,1,3,""HUÁNUCO"",""LEONCIO PRADO"",""J.CRESPO Y CASTILLO"",""10"",2016-05-20T00:00:00,2016-05-18T00:00:00,-76.12445,-8.91003,""POINT (-76.12445000000002 -8.910030000000006)""";;;;;;;;
"SDE.Emergencias_2016.1965,""00078057"",""CONUMIDAD NATIVA TIERRA PROMETIDA"",""2016-05-12 21:00:00"",""INCENDIO URBANO"",""NOE CALIXTO MEDINA SUAREZ"",""TECNOLOGICOS"",""02"",""03"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA DEL CODIGO SINPAD N° 00078057 A SOLICITUD DEL GOBIERNO REGIONAL DE UCAYALI."",""05"",""011"",2016-08-08T00:00:00,8,1,2,24,""UCAYALI"",""ATALAYA"",""TAHUANIA"",""25"",2016-09-01T00:00:00,2016-08-08T00:00:00,-74.01357,-10.06601,""POINT (-74.01357000000002 -10.06601000000001)""";;;;;;;;
"SDE.Emergencias_2016.1966,""00077333"",""HELADAS AFECTAN AL DISTRITO DE SAN JOSE DE TICLLAS"",""2016-05-13 05:00:00"",""HELADA"",""MUNICIPALIDAD PROVINCIAL DE HUAMANGA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""01"",""09"","" "",""03"",""002"",2016-06-30T00:00:00,6,1,8,0,""AYACUCHO"",""HUAMANGA"",""S.JOSE DE TICLLAS"",""05"",,2016-06-30T00:00:00,-74.27834,-13.08336,""POINT (-74.27834000000001 -13.08336000000003)""";;;;;;;;
"SDE.Emergencias_2016.1967,""00076827"",""BAJAS TEMPERATURAS FRIAJE EN EL DISTRITO DE HUAYOPATA"",""2016-05-13 08:00:00"",""FRIAJE"",""AUTORIDADES Y POBLACION DEL DISTRITO DE HUAYOPATA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""09"",""03"",""CERRADO POR : COEN-16 POR : SE CIERRA LA EMERGENCIA DEL CODIGO SINPAD N° 00076827 A SOLICITUD DEL GOBIERNO REGIONAL DEL CUSCO."",""03"",""016"",2016-06-01T00:00:00,6,4,1,1,""CUSCO"",""LA CONVENCION"",""HUAYOPATA"",""08"",2016-11-17T00:00:00,2016-06-01T00:00:00,-72.40486,-13.06533,""POINT (-72.40485999999999 -13.06533000000002)""";;;;;;;;
"SDE.Emergencias_2016.1968,""00076637"",""INTENSAS LLUVIAS OCASIONO INUNDACION DE INSTITUCION EDUCATIVA EN TINGO MAL PASO"",""2016-05-13 10:00:00"",""PRECIPITACIONES - LLUVIA"",""OFICINA DE DEFENSA CIVIL DEL DISTRITO DE POZUZO"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""05"",""CERRADO POR : COEN-21 POR : SE PROCEDE A CIERRE DEBIDO A QUE EXCEDIÓ EL TIEMPO PARA INGRESO DE INFORMACIÓN."",""03"",""004"",2016-05-17T00:00:00,5,1,1,0,""PASCO"",""OXAPAMPA"",""POZUZO"",""19"",2016-06-08T00:00:00,2016-05-17T00:00:00,-75.5608,-10.06522,""POINT (-75.56079999999997 -10.06522000000001)""";;;;;;;;
"SDE.Emergencias_2016.1969,""00076635"",""INCENDIO FORESTAL"",""2016-05-13 10:00:00"",""INCENDIO FORESTAL"",""SECRETARIO TECNICO DE LA MUNICIPALIDAD DISTRITAL DE CANOAS DE PUNTA SAL"",""TECNOLOGICOS"",""02"",""03"",""CERRADO POR : COE-OP2 POR : Emergencia fue derivada a la Dirección correspondiente para su atención."",""05"",""010"",2016-05-16T00:00:00,5,1,1,0,""TUMBES"",""CONTRAL. VILLAR"",""CANOAS DE PUNTA SAL"",""24"",2016-08-02T00:00:00,2016-05-16T00:00:00,-80.96571825,-4.00245124,""POINT (-80.96571824900002 -4.002451242000007)""";;;;;;;;
"SDE.Emergencias_2016.2069,""00076753"",""INCENDIO DE UNA VIVIENDA EN PSJ KENNEDY ABANCAY"",""2016-05-25 10:40:00"",""INCENDIO URBANO"",""CENTRO DE OPERACIONES DE EMREGENCIA LOCAL 	"",""TECNOLOGICOS"",""01"",""01"",""CERRADO POR : COE-OP2 POR : Emergencia fue atendida por la Municipalidad Provincial, con apoyo humanitario."",""05"",""011"",2016-05-25T00:00:00,5,1,2,12,""APURIMAC"",""ABANCAY"",""ABANCAY"",""03"",2016-06-21T00:00:00,2016-05-25T00:00:00,-72.8793,-13.63688,""POINT (-72.8793 -13.63688000000002)""";;;;;;;;
"SDE.Emergencias_2016.2070,""00076842"",""GRANIZADAS AFECTAN CULTIVOS EN LA LOCALIDAD DE OCCEPATA"",""2016-05-25 16:00:00"",""PRECIPITACIONES - GRANIZO"",""EL COE DISTRITAL DE DEFENSA CIVIL DE RANRACANCHA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""08"",""CERRADO POR : COEN-09 POR : Se cierra la emergencia por exceder el tiempo de adición de información."",""03"",""001"",2016-06-03T00:00:00,6,4,10,0,""APURIMAC"",""CHINCHEROS"",""RANRACANCHA"",""03"",2016-09-12T00:00:00,2016-06-03T00:00:00,-73.56307,-13.51988,""POINT (-73.56306999999998 -13.51988)""";;;;;;;;
"SDE.Emergencias_2016.2071,""00076784"",""TORMENTA ELECTRICA AFECTA VIVIENDA DE LA LOCALIDAD DE  CURANCO"",""2016-05-25 16:30:00"",""TORMENTA ELECTRICA (TEMPESTAD ELECTRICA)"",""EL COE DISTRITAL DE DEFENSA CIVIL DE  ANTABAMBA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""03"",""01"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""03"",""009"",2016-05-26T00:00:00,5,1,2,0,""APURIMAC"",""ANTABAMBA"",""ANTABAMBA"",""03"",2016-06-21T00:00:00,2016-05-26T00:00:00,-72.76842,-14.41866,""POINT (-72.76841999999999 -14.41865999999999)""";;;;;;;;
"SDE.Emergencias_2016.2072,""00076874"",""VIENTOS FUERTES AFECATAN VIVIENDA EN LA LOCALIDAD DE SAN JUAN DE MIRAFLORES"",""2016-05-25 16:30:00"",""VIENTOS FUERTES"",""EL COE DISTRITAL DE DEFENSA CIVIL DE ANDARAPA"",""METEOROLOGICOS, OCEANOGRAFICOS"",""02"",""02"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""03"",""010"",2016-06-07T00:00:00,6,1,2,0,""APURIMAC"",""ANDAHUAYLAS"",""ANDARAPA"",""03"",2016-06-21T00:00:00,2016-06-07T00:00:00,-73.36879,-13.54877,""POINT (-73.36878999999999 -13.54876999999999)""";;;;;;;;
"SDE.Emergencias_2016.2073,""00077085"",""VIENTOS FUERTES AFECTAN  VIVIENDA EN LA LOCALIDAD DE CABAÑA"",""2016-05-25 18:00:00"",""VIENTOS FUERTES"",""COE DISTRITAL DE DEFENSA CIVIL DE ONGOY"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""06"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""03"",""010"",2016-06-17T00:00:00,6,1,2,0,""APURIMAC"",""CHINCHEROS"",""ONGOY"",""03"",2016-06-21T00:00:00,2016-06-17T00:00:00,-73.53005,-13.42343,""POINT (-73.53005000000002 -13.42343)""";;;;;;;;
"SDE.Emergencias_2016.2074,""00076873"",""VIENTOS FUERTES AFECATAN VIVIENDA EN LA LOCALIDAD DE LLIMPE"",""2016-05-25 19:00:00"",""VIENTOS FUERTES"",""EL COE PROVINCIAL DE DEFENSA CIVIL DE CHINCHEROS"",""METEOROLOGICOS, OCEANOGRAFICOS"",""06"",""01"",""CERRADO POR : COE-OP2 POR : Se procede al cierre por falta de actualización por parte del usuario."",""03"",""010"",2016-06-06T00:00:00,6,1,2,0,""APURIMAC"",""CHINCHEROS"",""CHINCHEROS"",""03"",2016-06-21T00:00:00,2016-06-06T00:00:00,-73.71265,-13.51347,""POINT (-73.71265 -13.51346999999998)""";;;;;;;;
